blocks,delta_cp_deg,dm21,dm31,dm32,eps,g_diag,g_off,jarlskog,label,m_light,ok_3d,phase12_pi,phase23_pi,score,theta12,theta13,theta23,theta_e_deg,ue3,um3,ut3
"[[0, 1], [2]]",-176.55353549071052,-1.1087492738273157e-14,-1.0068308569277181e-14,1.0191841689959767e-15,0.025,0.8,1.0,-1.7292216819606682e-05,1⊕2,"[1.3039587210931922e-07, 7.691287749705362e-08, 8.327529581978532e-08]",False,0.088,0.016,2506.4579305551115,9.80593147192739,1.1919855143103752,85.25550632058429,5.729577951308233,0.02080257119360551,0.9963578006434822,0.08269453505896207
"[[0, 1], [2]]",-178.4575703353646,-6.871148268077655e-15,-6.018062678172237e-15,8.530855899054178e-16,0.025,0.825,1.0,-2.9396575438536655e-05,1⊕2,"[1.1492167385010701e-07, 7.959800784211069e-08, 8.478754886384046e-08]",False,0.088,0.016,2057.6009382674824,11.97673748368949,2.175932973895915,81.75639996639308,5.729577951308233,0.037968066477702754,0.9889538121345998,0.14327869134099286
"[[0, 1, 2]]",-179.4476968011539,-3.55351191783083e-15,-2.8069892216809447e-15,7.465226961498851e-16,0.025,0.85,1.0,-4.509553399253098e-05,3D,"[1.0124418491416308e-07, 8.183442467019865e-08, 8.62751166748113e-08]",True,0.088,0.016,1436.915344442758,17.30113438808476,4.651187667025554,77.92693665383928,5.729577951308233,0.08108940780246968,0.9746613482193256,0.2084700559541613
"[[0, 1, 2]]",-179.9832725978417,-1.5486784432088361e-15,-6.421378420579592e-16,9.065406011508769e-16,0.025,0.875,1.0,-1.7504362288824113e-06,3D,"[9.105879039187895e-08, 8.211592333051677e-08, 8.746179431942948e-08]",True,0.088,0.016,2021.0820696828384,41.42970424794213,14.262812374969144,87.00239582939045,5.729577951308233,0.24637002447456424,0.9678497394594159,0.05068227371324024
"[[0, 1, 2]]",-179.8337744433239,2.591145950106039e-15,2.127316456949795e-15,-4.638294931562439e-16,0.025,0.9,1.0,-3.835387692007719e-05,3D,"[7.47666598800293e-08, 9.044998275136388e-08, 8.784856223391353e-08]",True,0.088,0.016,698.8720651249091,10.17034716470573,9.913384438834866,57.20268094197225,4.525883734739624,0.17215921961339217,0.8280411858775136,0.5335812942679582
"[[0, 1], [2]]",-179.87959806252002,4.25959236865104e-15,3.662543503833162e-15,-5.97048864817878e-16,0.025,0.925,1.0,-6.342346783113009e-06,1⊕2,"[6.525602085149777e-08, 9.229268999233986e-08, 8.899939191480059e-08]",False,0.088,0.016,1117.8819489423643,5.119682111345707,4.50263349578139,59.74364593442438,3.0179842341428493,0.07850491712805405,0.8611137714489626,0.5023146928048803
"[[0], [1], [2]]",179.8473796173944,5.7114552609459215e-15,4.9451406763776245e-15,-7.66314584568297e-16,0.025,0.95,1.0,2.6784989119074986e-06,split,"[5.646704173363398e-08, 9.433971625510585e-08, 9.018684759168371e-08]",False,0.088,0.016,1506.313217537704,3.2797302602940155,2.6087131067146636,64.58850317199199,2.625647501260484,0.045514903456461364,0.9023131321462472,0.4286716752011705
"[[0], [1], [2]]",179.26341715495775,6.929830492120905e-15,5.969507867687513e-15,-9.60322624433392e-16,0.025,0.975,1.0,5.647318806683603e-06,split,"[4.86196200896662e-08, 9.64038274643926e-08, 9.128732291699098e-08]",False,0.088,0.016,1772.5483697057161,2.3140971594616153,1.797657392402554,67.99095092830025,2.4038637515313948,0.0313698930111069,0.9266683889391765,0.3745685875154823
"[[0], [1], [2]]",178.37763798196116,7.949690236248241e-15,6.781021363743131e-15,-1.1686688725051094e-15,0.025,1.0,1.0,6.5530974725947765e-06,split,"[4.168879947418094e-08, 9.842584131134826e-08, 9.229830640559771e-08]",False,0.088,0.016,1968.6915149583451,1.7558303254646648,1.3823900853399995,70.58856547925994,2.2225763496805264,0.024124917759101916,0.9428818458139478,0.3322526345683351
"[[0], [1], [2]]",177.20252952054713,8.80856941989351e-15,7.423259662455042e-15,-1.3853097574384673e-15,0.025,1.025,1.0,6.880844206086674e-06,split,"[3.5607826292084536e-08, 1.0038170507189434e-07, 9.322648205151962e-08]",False,0.088,0.016,2109.3354174043516,1.401875057672864,1.1480381570506941,72.42744985825222,2.067848300909954,0.02003570504975515,0.9531440532325305,0.3018525870530554
"[[0], [1], [2]]",175.7765589988452,9.539305020804558e-15,7.93245763427637e-15,-1.606847386528187e-15,0.025,1.05,1.0,6.958855771134609e-06,split,"[3.0300783440060544e-08, 1.0226163746921914e-07, 9.40776015391433e-08]",False,0.088,0.016,2216.48448724913,1.1628711454756344,0.9972266639406577,73.81733915664236,1.9370758826397718,0.01740400994349782,0.9602326114258588,0.2786582717095662
"[[0], [1], [2]]",174.0682420936421,1.016894885936513e-14,8.337712809111442e-15,-1.8312360502536883e-15,0.025,1.075,1.0,7.001482394473693e-06,split,"[2.569126030195914e-08, 1.040624318150799e-07, 9.485648984130956e-08]",False,0.088,0.016,2304.397094064311,0.9923716582483733,0.8950520515447966,74.96573680049906,1.8267729274851765,0.015620969915366614,0.9656530400008243,0.25936497765903105
"[[0], [1], [2]]",172.20659755923901,1.0719166082265316e-14,8.66200519111342e-15,-2.0571608911518958e-15,0.025,1.1,1.0,6.95310636514634e-06,split,"[2.170568542078176e-08, 1.0578422785014434e-07, 9.556747339288278e-08]",False,0.088,0.016,2372.3410748769647,0.8668973208229733,0.8185299067746526,75.83229871534924,1.733137982474461,0.01428555596213883,0.9694845403245058,0.24473587592062326
"[[0], [1], [2]]",170.14213305972373,1.1206941271846099e-14,8.923279411897595e-15,-2.283661859948504e-15,0.025,1.125,1.0,6.9067181981817305e-06,split,"[1.8274516606986594e-08, 1.0742857733892379e-07, 9.62145382419758e-08]",False,0.088,0.016,2433.8070513940056,0.7714982456210123,0.7634994018229472,76.63421367613105,1.6528195322286392,0.013325184029517337,0.9728277116047982,0.23114645358376323
"[[0], [1], [2]]",-137.99496044059222,9.357195681984058e-15,1.1872596096483016e-14,2.515400414498957e-15,0.025,1.15,1.0,-4.7629167672397154e-05,split,"[4.673709589425269e-10, 9.673372792153377e-08, 1.0896244551264568e-07]",False,0.088,0.016,2425.8629710155137,1.4720120837367814,0.7338126854298833,12.825396017556939,1.5777272232424644,0.012807097320740745,0.22196249948511074,0.9749710903819352
"[[0], [1], [2]]",-168.45180883436706,-1.4247561847164863e-13,-1.397596101947843e-13,2.7160082768643387e-15,0.03,0.55,1.0,-2.403411515501376e-05,split,"[3.797538128905267e-07, 4.1681409923904214e-08, 6.67334114976065e-08]",False,0.088,0.016,2745.9470185226264,5.430519390567561,0.8475161109062843,85.03809603686548,-5.729577951308233,0.014791407187775276,0.9961434389790031,0.08648389013273144
"[[0], [1], [2]]",-168.256066038765,-1.184732796333021e-13,-1.1587450652540262e-13,2.598773107899478e-15,0.03,0.575,1.0,-2.2238048359038344e-05,split,"[3.472005212050012e-07, 4.555131492857689e-08, 6.836443080741527e-08]",False,0.088,0.016,2772.325485424969,5.336430732768795,0.8232965308087259,85.27280551838791,-5.729577951308233,0.014368740706850555,0.9964954993044817,0.08240302880605406
"[[0], [1], [2]]",-167.43520693120703,-9.754333025266606e-14,-9.508194366176794e-14,2.461386590898128e-15,0.03,0.6,1.0,-2.0868761379207983e-05,split,"[3.162004796278613e-07, 4.939041469985303e-08, 7.000571158928096e-08]",False,0.088,0.016,2806.5480187112316,5.223539672878958,0.7887207912769487,85.57756282584788,-5.729577951308233,0.013765339929695539,0.996928167725109,0.07710216477426138
"[[0], [1], [2]]",-167.49188924207027,-7.945449631750945e-14,-7.714794397131953e-14,2.3065523461899213e-15,0.03,0.625,1.0,-1.7368620560047776e-05,split,"[2.868498016052547e-07, 5.318188002942873e-08, 7.16579703149236e-08]",False,0.088,0.016,2851.820892312277,5.0859724581371735,0.7456665056074373,85.98772265964638,-5.729577951308233,0.01301396826843678,0.9974646022258169,0.06996430473034769
"[[0], [1], [2]]",103.7547846905159,-6.395622940604181e-14,-6.181964406388805e-14,2.1365853421537594e-15,0.03,0.65,1.0,2.0007759751558683e-05,split,"[2.5921706216658936e-07, 5.6896888423143594e-08, 7.330648848764624e-08]",False,0.088,0.016,2864.7753821459446,6.521842609375624,0.1678875310611801,86.42145474627573,5.729577951308233,0.0029301859969543746,0.9980458861082924,0.06241653012092602
"[[0], [1], [2]]",78.00327203982435,-5.0787337681382864e-14,-4.883298418966886e-14,1.954353491714003e-15,0.03,0.675,1.0,1.5793932654707156e-05,split,"[2.3334499744757374e-07, 6.051900653865137e-08, 7.494600485775963e-08]",False,0.088,0.016,2915.515959193396,6.740786917529509,0.16036102416549763,87.15966414432498,5.729577951308233,0.0027988242094857422,0.9987675880124173,0.0495527165643148
"[[0], [1], [2]]",48.20055469230907,-3.968622859457556e-14,-3.792336574989389e-14,1.7628628446816716e-15,0.03,0.7,1.0,1.0162873151162611e-05,split,"[2.092527152850525e-07, 6.403491437951396e-08, 7.657240432605832e-08]",False,0.088,0.016,2965.340895458052,7.02106329237175,0.17944830752288538,87.942501659765,5.729577951308233,0.0031319586830663745,0.9993503994788318,0.03590222689899804
"[[0], [1], [2]]",32.41671494257997,-3.039967629219437e-14,-2.8834583226816465e-14,1.5650930653779036e-15,0.03,0.725,1.0,5.615370476745086e-06,split,"[1.8693822443571247e-07, 6.742568845019262e-08, 7.81749098391571e-08]",False,0.088,0.016,3030.416730472123,7.3903275257846825,0.27671561285964963,89.02557541158188,5.729577951308233,0.004829579761014711,0.9998437250645056,0.01700589922543673
"[[0], [1], [2]]",-174.74104883968693,-2.2687019559685512e-14,-2.1322279466076243e-14,1.3647400936092668e-15,0.03,0.75,1.0,-6.952672261389869e-07,split,"[1.663817611198394e-07, 7.068147475579294e-08, 7.975343859209496e-08]",False,0.088,0.016,3037.6254836655335,7.8982081178318975,0.4382186725454726,89.58246345639736,5.729577951308233,0.00764828411168476,0.9999441993336771,0.007287109789125571
"[[0, 1], [2]]",-173.5439385321351,-1.632706560735026e-14,-1.516065756616547e-14,1.1664080411847913e-15,0.03,0.775,1.0,-8.73924921779888e-06,1⊕2,"[1.4755033428705916e-07, 7.378370782816929e-08, 8.130463444390757e-08]",False,0.088,0.016,2802.700660200584,8.63660819606947,0.7270250909278626,87.63299993024575,5.729577951308233,0.01268864107468663,0.9990663476144883,0.041296869759394915
"[[0, 1], [2]]",-176.7327127255625,-1.1122401571447168e-14,-1.014500946755285e-14,9.773921038943194e-16,0.03,0.8,1.0,-1.79912441686725e-05,1⊕2,"[1.30406273190225e-07, 7.670328882073069e-08, 8.282986550641471e-08]",False,0.088,0.016,2480.0709775108544,9.808579892208154,1.2359109991659667,84.97670614164329,5.729577951308233,0.02156904344204407,0.9959274368480409,0.08754037296177739
"[[0, 1], [2]]",-178.5142922513829,-6.9084243041377525e-15,-6.0964844699452665e-15,8.1193983419248605e-16,0.03,0.825,1.0,-3.1477221974954304e-05,1⊕2,"[1.149315321798886e-07, 7.937778521147473e-08, 8.43372552272808e-08]",False,0.088,0.016,2011.993077069888,11.954094848419478,2.2821677616222593,81.2294935673353,5.729577951308233,0.03982081005064088,0.9875231129247961,0.15235617652800085
"[[0, 1, 2]]",-179.4617310105795,-3.592499986798868e-15,-2.885454125481189e-15,7.070458613176788e-16,0.03,0.85,1.0,-4.9564826262868924e-05,3D,"[1.0124953333509056e-07, 8.16025000461061e-08, 8.582548499771164e-08]",True,0.088,0.016,1366.3685296435874,17.155353578294676,4.920616288033752,76.95704625396516,5.729577951308233,0.0857754246625918,0.9706107272618064,0.22484971124789013
"[[0, 1, 2]]",-179.91236916958394,-1.5636728605671033e-15,-7.076601159524739e-16,8.560127446146294e-16,0.03,0.875,1.0,-1.367776044730516e-05,3D,"[9.098772647276929e-08, 8.194567412692617e-08, 8.701210405875155e-08]",True,0.088,0.016,1888.7345871422476,40.53387194894944,14.321408827076715,85.51463123809634,5.729577951308233,0.24736107258102474,0.965955885511955,0.0757741843663152
"[[0, 1, 2]]",-179.83319647587803,2.5486704323325193e-15,2.0575910621092943e-15,-4.91079370223225e-16,0.03,0.9,1.0,-3.675581071227687e-05,3D,"[7.473985826954986e-08, 9.019266514792053e-08, 8.742789872953424e-08]",True,0.088,0.016,751.0028219619729,10.570487553178552,9.566366873508919,59.973743479741636,4.867469600586118,0.16618992967120721,0.853756213655322,0.4934381774050398
"[[0, 1], [2]]",-179.8704303693574,4.213075068006069e-15,3.582550324683083e-15,-6.305247433229864e-16,0.03,0.925,1.0,-6.42386554683232e-06,1⊕2,"[6.524989851317358e-08, 9.203599471937879e-08, 8.854433680740138e-08]",False,0.088,0.016,1179.5230533421063,5.19344915519028,4.3432939003650155,61.58904041435949,3.2077787858964077,0.0757321994844537,0.8770316596600681,0.4744260763439902
"[[0], [1], [2]]",179.87204960248457,5.665341051975133e-15,4.858304985407498e-15,-8.070360665676352e-16,0.03,0.95,1.0,2.114299156506025e-06,split,"[5.646592671283188e-08, 9.409432465092692e-08, 8.97034328492862e-08]",False,0.088,0.016,1556.206550231874,3.278338913126385,2.539139901002553,65.69995006664706,2.749306767741459,0.04430184709708677,0.9105080945923563,0.4111111236947782
"[[0], [1], [2]]",179.30893224327662,6.8839017080840125e-15,5.877791815557228e-15,-1.0061098925267847e-15,0.03,0.975,1.0,5.010869629866964e-06,split,"[4.862039786185571e-08, 9.616571528527802e-08, 9.078400136479098e-08]",False,0.088,0.016,1818.1568369257673,2.311474213026135,1.7603124164516233,68.89502968977342,2.482472032082087,0.03071841438818127,0.932482035796484,0.3599078103269235
"[[0], [1], [2]]",178.41857932471797,7.903452105606723e-15,6.6854221452058415e-15,-1.2180299604008816e-15,0.03,1.0,1.0,6.170257307434222e-06,split,"[4.1690432690099e-08, 9.819136562597751e-08, 9.177970539881634e-08]",False,0.088,0.016,1996.6485990032338,1.7533402232705935,1.3678793443470811,71.10203265861955,2.2748865472672297,0.02387173049180616,0.9458272401540323,0.3237915568169335
"[[0], [1], [2]]",177.2819473344403,8.761831247679241e-15,7.324462961535515e-15,-1.4373682861437263e-15,0.03,1.025,1.0,6.50240787325972e-06,split,"[3.560986154415466e-08, 1.0014935589844353e-07, 9.269587477730268e-08]",False,0.088,0.016,2132.170272569003,1.4025904325820855,1.1386224266951355,72.8263026971859,2.105423497320886,0.01987140227163356,0.9552253597124689,0.29521117786077045
"[[0], [1], [2]]",175.86735347653925,9.49190647390019e-15,7.830868875759397e-15,-1.6610375981407924e-15,0.03,1.05,1.0,6.66704982448777e-06,split,"[3.03029832344019e-08, 1.020302762262488e-07, 9.353683589187652e-08]",False,0.088,0.016,2235.678699459593,1.1654407928724018,0.9920797996871161,74.14325296763911,1.9660429037790044,0.01731419375174424,0.9618036513391357,0.27319215758405946
"[[0], [1], [2]]",174.19329177187018,1.0120821780347922e-14,8.233645580097715e-15,-1.887176200250207e-15,0.03,1.075,1.0,6.759065416635783e-06,split,"[2.569350498860328e-08, 1.0383148837875389e-07, 9.430695509185468e-08]",False,0.088,0.016,2317.7092083566044,0.9952441928464593,0.8918878993596568,75.1852788043961,1.8503686644674628,0.01556575175616111,0.9666405979330479,0.2556631803758715
"[[0], [1], [2]]",172.3602124391863,1.0670315006937669e-14,8.555744939615709e-15,-2.11457006732196e-15,0.03,1.1,1.0,6.7472313379330085e-06,split,"[2.170787527307535e-08, 1.0555352602262544e-07, 9.501040358027696e-08]",False,0.088,0.016,2383.858114130793,0.8691544125733636,0.8180268882044582,76.02011551270475,1.7531582738837403,0.014276777527215713,0.9702817012603119,0.24155660583563732
"[[0], [1], [2]]",170.30064117567872,1.1157317931812417e-14,8.814990042175606e-15,-2.3423278896368115e-15,0.03,1.125,1.0,6.761213612176959e-06,split,"[1.8276624474206106e-08, 1.0719772821279175e-07, 9.565053603794783e-08]",False,0.088,0.016,2438.7091890696715,0.7724342523467714,0.7626679158529767,76.71133073948546,1.6703230932673003,0.01331067314870586,0.9731381292324291,0.22983691482078336
"[[0], [1], [2]]",-133.57887064246094,9.247027991616461e-15,1.1821890103389424e-14,2.5748621117729623e-15,0.03,1.15,1.0,-5.120049472651389e-05,split,"[4.709529187320852e-10, 9.616262157547559e-08, 1.0872953554596417e-07]",False,0.088,0.016,2435.669286498096,1.5020132030198527,0.7228649362525209,12.659743601470067,1.5920875831276986,0.012616038490096083,0.21914329104866753,0.9756111179979328
"[[0], [1], [2]]",-168.66384884389737,-1.4249457700128003e-13,-1.3980876412642682e-13,2.6858128748532e-15,0.035,0.55,1.0,-2.392788807029824e-05,split,"[3.797642885250255e-07, 4.1549221865623115e-08, 6.642402210414523e-08]",False,0.088,0.016,2741.1717543033783,5.425594978897262,0.8498761442084704,84.97771753537246,-5.729577951308233,0.01483259302061862,0.9960511410781533,0.08753352809748628
"[[0], [1], [2]]",-168.92677243545057,-1.1849327904014298e-13,-1.1592555455667922e-13,2.5677244834637607e-15,0.035,0.575,1.0,-2.1005409288154373e-05,split,"[3.4721111017212726e-07, 4.541228894052917e-08, 6.804410680052953e-08]",False,0.088,0.016,2771.626649411838,5.3313754611019935,0.8226643643304523,85.25987168840803,-5.729577951308233,0.014357708458548765,0.9964770303599478,0.08262798661978343
"[[0], [1], [2]]",-168.4138378785565,-9.756444053993082e-14,-9.513508235465962e-14,2.4293581852712104e-15,0.035,0.6,1.0,-1.887257002729305e-05,split,"[3.162111341407077e-07, 4.92447034169343e-08, 6.967351720627452e-08]",False,0.088,0.016,2811.792983254217,5.218737523055783,0.7828639999840287,85.63205307393805,-5.729577951308233,0.013663129251336515,0.9970024414701856,0.07615412399568497
"[[0], [1], [2]]",-167.6457272756316,-7.94774369449773e-14,-7.720417594991649e-14,2.2732609950608026e-15,0.035,0.625,1.0,-1.7242983741052372e-05,split,"[2.8686047867125715e-07, 5.3023553997497046e-08, 7.13074910061088e-08]",False,0.088,0.016,2849.7213562814813,5.0799075353126675,0.744483430537948,85.95654862942536,-5.729577951308233,0.012993321459031556,0.9974266555830622,0.07050702326612511
"[[0], [1], [2]]",105.37961100770305,-6.398044668410247e-14,-6.187829783234387e-14,2.102148851758595e-15,0.035,0.65,1.0,1.9164249033565428e-05,split,"[2.5922772126855393e-07, 5.673239630039106e-08, 7.294322204114115e-08]",False,0.088,0.016,2864.0171684092657,6.527844258625763,0.161253432213204,86.40808800715861,5.729577951308233,0.0028143996068447424,0.9980316294916202,0.06264938698147533
"[[0], [1], [2]]",82.0225634141339,-5.081304894009619e-14,-4.88943954368592e-14,1.9186535032369818e-15,0.035,0.675,1.0,1.549565752186926e-05,split,"[2.333556319006461e-07, 6.034734459488383e-08, 7.456846185144653e-08]",False,0.088,0.016,2908.2526909489193,6.748123181508748,0.15029290868093861,87.06595836809572,5.729577951308233,0.002623103090754519,0.9986856858641805,0.051186132693993164
"[[0], [1], [2]]",53.30027119600322,-3.9713715329700536e-14,-3.798791916739906e-14,1.7257961623014698e-15,0.035,0.7,1.0,1.111664076210152e-05,split,"[2.0926328941641548e-07, 6.385459237735322e-08, 7.617877086156881e-08]",False,0.088,0.016,2962.544684395163,7.028610765337492,0.17992576294013643,87.91513268397867,5.729577951308233,0.003140291811149232,0.9993331096180248,0.03637959027408313
"[[0], [1], [2]]",33.76021111936016,-3.0428570713375324e-14,-2.890179782015074e-14,1.5267728932245885e-15,0.035,0.725,1.0,6.123325666261209e-06,split,"[1.8694875381987301e-07, 6.724035872471354e-08, 7.776913741744053e-08]",False,0.088,0.016,3021.0481466399206,7.39947706032438,0.2583991692595265,88.90361177610404,5.729577951308233,0.004509900999888576,0.9998067524983507,0.019134222003349514
"[[0, 1], [2]]",-172.2801294678002,-2.2717501955238788e-14,-2.139228837383932e-14,1.3252135813994663e-15,0.035,0.75,1.0,-1.0745230182216782e-06,1⊕2,"[1.663922411775047e-07, 7.049025442452385e-08, 7.933529826145214e-08]",False,0.088,0.016,3035.189961590838,7.907256499400665,0.43678113833911886,89.5587380577955,5.729577951308233,0.007623195138106764,0.9999412876850905,0.007701173843632219
"[[0, 1], [2]]",-173.31179646077456,-1.635933069330245e-14,-1.5233382736142563e-14,1.1259479571598866e-15,0.035,0.775,1.0,-9.14554401968981e-06,1⊕2,"[1.4756077326842284e-07, 7.35856719359988e-08, 8.087520677829718e-08]",False,0.088,0.016,2800.192746803333,8.645917761323393,0.7261016029653432,87.60796291215081,5.729577951308233,0.012672524465047278,0.9990484105953875,0.0417334447477458
"[[0, 1], [2]]",-176.7938964592756,-1.1156716826695754e-14,-1.0220115139459653e-14,9.366016872361004e-16,0.035,0.8,1.0,-1.9554626679831634e-05,1⊕2,"[1.3041662559088665e-07, 7.649692414612339e-08, 8.23916324092068e-08]",False,0.088,0.016,2449.8891546746186,9.810123159937838,1.2873873471454866,84.6555297843969,5.729577951308233,0.022467257365149217,0.9954013813494741,0.09311988162603804
"[[0, 1], [2]]",-178.57804400392038,-6.945284905846499e-15,-6.173190912636899e-15,7.720939932096001e-16,0.035,0.825,1.0,-3.402304659919605e-05,1⊕2,"[1.1494135326498341e-07, 7.915952112373605e-08, 8.389471841390741e-08]",False,0.088,0.016,1957.3169386192503,11.926154720137525,2.4133561269709216,80.58853092002603,5.729577951308233,0.04210855650463157,0.985664428698761,0.16337840575498838
"[[0, 1, 2]]",-179.479450058304,-3.63140036730993e-15,-2.9619253723283273e-15,6.694749949816023e-16,0.035,0.85,1.0,-5.437041165579486e-05,3D,"[1.0125501530519871e-07, 8.137061974168622e-08, 8.538531930096472e-08]",True,0.088,0.016,1289.7567145440382,16.9959539398192,5.229555910211758,75.86267368886199,5.729577951308233,0.09114629303846854,0.9656766846259422,0.24323012567359792
"[[0, 1, 2]]",-179.87701089503187,-1.580201256531137e-15,-7.724756872355082e-16,8.077255692956287e-16,0.035,0.875,1.0,-2.5485772675213638e-05,3D,"[9.092225986082485e-08, 8.177197613894521e-08, 8.657009674803334e-08]",True,0.088,0.016,1773.1028876754272,39.66507860342664,14.494376394285062,84.05623688098078,5.729577951308233,0.25028497873598593,0.962967329350872,0.10025643132476011
"[[0, 1, 2]]",-179.83389362679387,2.509398729978496e-15,1.987283810611967e-15,-5.221149193665289e-16,0.035,0.9,1.0,-3.459730097168298e-05,3D,"[7.471234857827678e-08, 8.995184133779826e-08, 8.700125769604658e-08]",True,0.088,0.016,811.4054828635112,10.854732989015865,9.269631362828424,62.3328007342853,5.254966591449415,0.1610807326200346,0.8740939716093088,0.4582714548985759
"[[0, 1], [2]]",-179.85715874715007,4.168825274809405e-15,3.50276793303393e-15,-6.660573417754751e-16,0.035,0.925,1.0,-6.636103911336373e-06,1⊕2,"[6.524365034901237e-08, 9.179084478134836e-08, 8.80880346238813e-08]",False,0.088,0.016,1242.7601183345573,5.24209198390614,4.19862809349218,63.26635942204622,3.405486135053053,0.07321431712397249,0.8907105273253378,0.4486361780773914
"[[0], [1], [2]]",179.88761511289925,5.6208865685220655e-15,4.772290607660903e-15,-8.485959608611627e-16,0.035,0.95,1.0,1.7461955668547453e-06,split,"[5.646476392135514e-08, 9.385710486274566e-08, 8.922197135434339e-08]",False,0.088,0.016,1608.18392221875,3.2776627327193704,2.4740661487105746,66.80977593815912,2.870328295091101,0.04316718262430026,0.9183457182086879,0.3934180171167173
"[[0], [1], [2]]",179.33743236420972,6.839238595061829e-15,5.787200115827807e-15,-1.0520384792340223e-15,0.035,0.975,1.0,4.605205241951046e-06,split,"[4.862115243742152e-08, 9.593359713575223e-08, 9.028408818928609e-08]",False,0.088,0.016,1851.9786543676846,2.3057268445826975,1.735270286249232,69.54338499569413,2.557949307715569,0.03028155010606498,0.9365074303871808,0.3493377456742601
"[[0], [1], [2]]",178.49203440470157,7.858396630016011e-15,6.5912440487249005e-15,-1.2671525812911101e-15,0.035,1.0,1.0,5.6912796580397205e-06,split,"[4.16920536409156e-08, 9.796235994918147e-08, 9.126593770691169e-08]",False,0.088,0.016,2023.783741947977,1.7514981132785052,1.354639660515478,71.59294251451523,2.3252926184319613,0.023640719631580962,0.948571942125088,0.3156776631127707
"[[0], [1], [2]]",177.34300476301414,8.716103773998677e-15,7.227162563581191e-15,-1.4889412104174856e-15,0.035,1.025,1.0,6.195239073375413e-06,split,"[3.561188694963651e-08, 9.992152053543005e-08, 9.217032632954536e-08]",False,0.088,0.016,2154.1183653914723,1.403413996811143,1.1311879395986923,73.20705457807382,2.1419604386444733,0.019741671447814083,0.9571685025964404,0.288857618985089
"[[0], [1], [2]]",175.96884009456528,9.445452296405002e-15,7.730870353643056e-15,-1.714581942761944e-15,0.035,1.05,1.0,6.388051519549688e-06,split,"[3.030518152435604e-08, 1.0180302708480319e-07, 9.300147515425348e-08]",False,0.088,0.016,2250.668668748069,1.1663813318444265,0.9876634687952073,74.39347702328038,1.9944390420242828,0.017237125739830023,0.9629888519370159,0.26898950265996896
"[[0], [1], [2]]",174.29615383749038,1.0073581987022456e-14,8.131227405880476e-15,-1.94235458114198e-15,0.035,1.075,1.0,6.562862674676132e-06,split,"[2.569573486092366e-08, 1.036043086800223e-07, 9.376298947838301e-08]",False,0.088,0.016,2328.6410395473995,0.9970572569840509,0.8897638667682042,75.3645170183731,1.8736363643540266,0.015528684874664132,0.967436214753347,0.25263814108281313
"[[0], [1], [2]]",172.53167981662816,1.0622309550760338e-14,8.451174713889196e-15,-2.171134836871142e-15,0.035,1.1,1.0,6.557072930713363e-06,split,"[2.1710065023228338e-08, 1.0532633324137483e-07, 9.445899447486193e-08]",False,0.088,0.016,2390.4041708007444,0.8711199211558092,0.8169726909292844,76.12592242897348,1.7729790156729872,0.01425838018660091,0.9707263789478091,0.23976445902036694
"[[0], [1], [2]]",170.48954836340715,1.1108652116384146e-14,8.70856104761193e-15,-2.400091068772216e-15,0.035,1.125,1.0,6.577555937829226e-06,split,"[1.8278720985896334e-08, 1.0697085470942257e-07, 9.509296865958165e-08]",False,0.088,0.016,2445.961319193563,0.7757928815321792,0.7592397477514945,76.82384799306075,1.6876972895657045,0.013250845604878438,0.9735883791348738,0.22792560870662454
"[[0], [1], [2]]",-135.51454467449864,9.138925948680174e-15,1.1772846476585127e-14,2.6339205279049526e-15,0.035,1.15,1.0,-5.083656731439104e-05,split,"[4.785625139825033e-10, 9.559892766532459e-08, 1.0850380407462642e-07]",False,0.088,0.016,2440.9083057488374,1.5517663315179213,0.7253817951079794,12.526308391103711,1.6065094852712298,0.012659962455760865,0.21687049352482815,0.9761182891376006
"[[0], [1], [2]]",-168.90368427847739,-1.425133263133928e-13,-1.3985717586256877e-13,2.656150450824044e-15,0.04,0.55,1.0,-2.4660673173510056e-05,split,"[3.797747165412903e-07, 4.1418703632834524e-08, 6.611852585659048e-08]",False,0.088,0.016,2725.277075200307,5.418864487285473,0.8637422527120264,84.78988598908741,-5.729577951308233,0.0150745752085358,0.9957552259861693,0.09079805671662895
"[[0], [1], [2]]",-169.18033479317722,-1.1851329247429696e-13,-1.1597617013045522e-13,2.537122343841738e-15,0.04,0.575,1.0,-2.2226899397039253e-05,split,"[3.472216534352027e-07, 4.527233305208651e-08, 6.772522782405965e-08]",False,0.088,0.016,2748.1323289979855,5.323021106656433,0.8437311709678156,84.98571430312866,-5.729577951308233,0.014725354718483937,0.9960649274039166,0.08739464699994799
"[[0], [1], [2]]",-168.12326408523649,-9.758602013361789e-14,-9.518836408737831e-14,2.397656046239571e-15,0.04,0.6,1.0,-2.0927177645157033e-05,split,"[3.162217386072951e-07, 4.909346019789797e-08, 6.933847330625447e-08]",False,0.088,0.016,2789.2574648845325,5.210525691780215,0.8006059383879517,85.36864769522127,-5.729577951308233,0.013972754927429236,0.9966375393502253,0.08073646807772955
