blocks,delta_cp_deg,dm21,dm31,dm32,eps,g_diag,g_off,jarlskog,label,m_light,ok_3d,phase12_pi,phase23_pi,score,theta12,theta13,theta23,theta_e_deg,ue3,um3,ut3
"[[0], [1], [2]]",179.15290326511231,7.07706472173817e-15,6.250936761710849e-15,-8.261279600273209e-16,0.01,0.975,1.0,7.77496262786604e-06,split,"[4.861713017719893e-08, 9.716321355536197e-08, 9.281466537340721e-08]",False,0.088,0.016,1624.6253118219438,2.315235502324916,1.9405848284167857,64.80595530089236,2.148956697204242,0.0338631194604242,0.90435234121898,0.42544110294159254
"[[0], [1], [2]]",178.2444381414974,8.096289418352525e-15,7.0758761413105875e-15,-1.020413277041937e-15,0.01,1.0,1.0,8.174298319637102e-06,split,"[4.168379307134328e-08, 9.916565949544777e-08, 9.387978880528627e-08]",False,0.088,0.016,1851.3362869063276,1.7568874994878465,1.4541584401028682,68.31676239513841,2.051901658358765,0.025377128029864877,0.9289414414482433,0.3693559255420387
"[[0], [1], [2]]",177.01024536163064,8.955845938640055e-15,7.72883564948476e-15,-1.2270102891552942e-15,0.01,1.025,1.0,8.140222101528546e-06,split,"[3.560165347126749e-08, 1.0111045281536557e-07, 9.484889761812191e-08]",False,0.088,0.016,2022.09062808974,1.3987862362921917,1.1827214732062472,70.84408677579852,1.9473537067395248,0.020640917891867575,0.9444278903003883,0.32806998114935626
"[[0], [1], [2]]",175.46071679465928,9.687980885241285e-15,8.247088936911277e-15,-1.4408919483300084e-15,0.01,1.05,1.0,8.04770827655628e-06,split,"[3.02941138434832e-08, 1.0298404837062488e-07, 9.57330782460963e-08]",False,0.088,0.016,2151.348434532987,1.15587517966348,1.0172600790386401,72.68893607291366,1.845930675071978,0.017753604968110938,0.954552889465805,0.2975123370939754
"[[0], [1], [2]]",173.7298150386025,1.0319522756192233e-14,8.660338981407375e-15,-1.6591837747848575e-15,0.01,1.075,1.0,7.847522087622759e-06,split,"[2.5684516079737987e-08, 1.0478175949296973e-07, 9.65403198029595e-08]",False,0.088,0.016,2249.279327902537,0.9850547159276303,0.906275626175346,74.04118251192314,1.753604137586329,0.01581683404428015,0.961339294823378,0.2749119640708762
"[[0], [1], [2]]",171.78019948145084,1.0871798919797654e-14,8.99171606312249e-15,-1.880082856675164e-15,0.01,1.1,1.0,7.648541584774952e-06,split,"[2.1699070832622568e-08, 1.0650187132063373e-07, 9.727572018814181e-08]",False,0.088,0.016,2330.3666896712966,0.8579402990031186,0.8264556686209572,75.1465270181585,1.6716748009706222,0.01442387234918623,0.9664840120007595,0.2563212953567656
"[[0], [1], [2]]",-169.69789567913105,9.25927648996369e-15,1.1361640932981009e-14,2.1023644430173193e-15,0.01,1.125,1.0,-7.462153792809909e-06,split,"[1.826819885946475e-08, 9.79438797451512e-08, 1.0814512482100133e-07]",False,0.088,0.016,2397.5106519171645,0.7670626098492385,0.7635310447452655,13.949386880648591,1.5994336466862453,0.013325736253661576,0.24104327096676054,0.9704228801274954
"[[0], [1], [2]]",-134.91676796552878,9.698875415377556e-15,1.2029066219797002e-14,2.3301908044194465e-15,0.01,1.15,1.0,-4.9526205415252116e-05,split,"[4.4853472345105597e-10, 9.848389004692948e-08, 1.0967801695506325e-07]",False,0.088,0.016,2409.815385460509,1.4779730355275904,0.7034023912019914,13.114861499934504,1.5351604934943317,0.012276379310819157,0.22688683281474648,0.9738437531792822
"[[0], [1], [2]]",-167.66648136364225,-1.4241661334288662e-13,-1.3960647200460324e-13,2.810141338283399e-15,0.015,0.55,1.0,-2.2022048176211034e-05,split,"[3.7972206848410575e-07, 4.209793285852964e-08, 6.769325881684725e-08]",False,0.088,0.016,2790.6212798456727,5.450458397141438,0.8101288195535505,85.56293685112125,-5.729577951308233,0.014138944138676572,0.9969032558024948,0.07735624621857717
"[[0], [1], [2]]",-167.53319656888226,-1.1841026983075635e-13,-1.1571439222564255e-13,2.695877605113798e-15,0.015,0.575,1.0,-2.0412650026611666e-05,split,"[3.471684421579874e-07, 4.599627593237818e-08, 6.936522907596623e-08]",False,0.088,0.016,2813.740514610711,5.356843756896517,0.790790445750116,85.76051250122441,-5.729577951308233,0.01380145878317225,0.9971687815170477,0.0739184747087141
"[[0], [1], [2]]",-166.32421138990853,-9.747615338104265e-14,-9.491450973569328e-14,2.5616436453493586e-15,0.015,0.6,1.0,-1.888230501339265e-05,split,"[3.161682117204506e-07, 4.986165582353894e-08, 7.104807081697865e-08]",False,0.088,0.016,2855.5330051539295,5.2463309285293205,0.749917931765572,86.1480399545343,-5.729577951308233,0.013088163333142777,0.9976554957429786,0.06717299899808321
"[[0], [1], [2]]",-166.9408323384764,-7.938282301982625e-14,-7.697254943758653e-14,2.4102735822397155e-15,0.015,0.625,1.0,-1.4635855080211256e-05,split,"[2.868174776172732e-07, 5.367906898325246e-08, 7.27441820982853e-08]",False,0.088,0.016,2904.661048794448,5.110346505667823,0.7066037327531178,86.59954718713108,-5.729577951308233,0.012332249031649426,0.9981634480033911,0.05930975218126729
"[[0], [1], [2]]",-165.59557521894072,-6.388044970668306e-14,-6.163651775375654e-14,2.2439319529265152e-15,0.015,0.65,1.0,-1.3273253691847511e-05,split,"[2.5918476240656484e-07, 5.741333779762691e-08, 7.443267635918333e-08]",False,0.088,0.016,2945.938727372123,4.941274760039996,0.6670956154672513,86.93392246432181,-5.729577951308233,0.011642751863182763,0.9985008310378537,0.05348398588145736
"[[0], [1], [2]]",61.80936679054644,-5.07067971280348e-14,-4.8641123246676775e-14,2.065673881358029e-15,0.015,0.675,1.0,1.4154867949680254e-05,split,"[2.3331280634623338e-07, 6.105791084798266e-08, 7.611663654207422e-08]",False,0.088,0.016,2941.1903171033177,6.7195361796942255,0.17975990066859052,87.47282080877535,5.729577951308233,0.0031373969826664484,0.9990225007520112,0.04409308031166738
"[[0], [1], [2]]",42.59101295377361,-3.960126619343275e-14,-3.7723080296401456e-14,1.878185897031292e-15,0.015,0.7,1.0,9.8212559984857e-06,split,"[2.0922067180662473e-07, 6.45912015508508e-08, 7.778309080265404e-08]",False,0.088,0.016,2989.53764415753,6.997028698086042,0.22713768476785692,88.26420934778342,5.729577951308233,0.003964290070952599,0.9995332794242651,0.030290390020728603
"[[0], [1], [2]]",24.586313471749882,-3.030960826221642e-14,-2.862502477749827e-14,1.6845834847181475e-15,0.015,0.725,1.0,4.05072249056234e-06,split,"[1.869063356787973e-07, 6.800272093570105e-08, 7.942892130311844e-08]",False,0.088,0.016,3042.1640892453206,7.362729623023281,0.3044325774563827,89.17381585724432,5.729577951308233,0.00531332582616339,0.99988192453816,0.014418930283860749
"[[0], [1], [2]]",176.56287447635918,-2.2592249238960433e-14,-2.1104173657797197e-14,1.488075581163238e-15,0.015,0.75,1.0,4.4256848159843234e-07,split,"[1.6635000080214208e-07, 7.127463453369815e-08, 8.104411828797618e-08]",False,0.088,0.016,3039.7954443095005,7.868421710331486,0.45079182851448296,89.60354684792219,5.729577951308233,0.007867720476407975,0.99994511070774,0.006919143457890392
"[[0, 1], [2]]",-173.60321570176077,-1.622680925418173e-14,-1.4933803286273542e-14,1.293005967908187e-15,0.015,0.775,1.0,-7.20902404769492e-06,1⊕2,"[1.4751868637167116e-07, 7.439726859664775e-08, 8.263146823426252e-08]",False,0.088,0.016,2833.0451498377524,8.608926774273533,0.6967978346094414,87.93814401382781,5.729577951308233,0.012161116657902659,0.9992786662178511,0.03597574854684171
"[[0, 1], [2]]",-176.41168026475862,-1.1016093220282928e-14,-9.910328835754831e-15,1.1057643845280964e-15,0.015,0.8,1.0,-1.512748509344186e-05,1⊕2,"[1.3037490747004405e-07, 7.734030823276838e-08, 8.418603008853498e-08]",False,0.088,0.016,2553.49536858058,9.798462300221008,1.117899796226588,85.7501146750614,5.729577951308233,0.019509794263915164,0.9970605226282692,0.0740923892449362
"[[0, 1], [2]]",-178.34729555135377,-6.79523610659488e-15,-5.856041962941247e-15,9.391941436536332e-16,0.015,0.825,1.0,-2.526012243897642e-05,1⊕2,"[1.1490183439375654e-07, 8.004495886972129e-08, 8.571108203790806e-08]",False,0.088,0.016,2146.835498161766,12.017336094560875,1.975502420261222,82.76656422505239,5.729577951308233,0.034472190560398075,0.9914517799361182,0.12583734000474928
"[[0, 1, 2]]",-179.42600154851115,-3.474988586162675e-15,-2.6441562891202132e-15,8.308322970424616e-16,0.015,0.85,1.0,-3.728881167950127e-05,3D,"[1.0123394721366504e-07, 8.23002034158874e-08, 8.720181064254862e-08]",True,0.088,0.016,1563.7344271692004,17.568115792028028,4.198595286729701,79.59554435031454,5.729577951308233,0.07321374607462718,0.9809178295058114,0.18011096341791122
"[[0, 1, 2]]",3.216740808039124,-1.5239174969325997e-15,-5.107575975860684e-16,1.0131598993465314e-15,0.015,0.875,1.0,2.4345447948179067e-05,3D,"[9.122235033862373e-08, 8.244755729777568e-08, 8.837850193184163e-08]",True,0.088,0.016,2330.039946754288,43.3486442328438,14.722021955416263,89.79050689316877,5.729577951308233,0.25412970063816326,0.9671636830653251,0.0035362993472597276
"[[0, 1, 2]]",179.8330787276392,2.2629712762875065e-15,2.6879554027589886e-15,4.2498412647148207e-16,0.015,0.9,1.0,4.0047441186826104e-05,3D,"[7.48182260987924e-08, 8.866080437745603e-08, 9.102594333116801e-08]",True,0.088,0.016,523.4293757963068,10.838712498643092,8.845948101189224,41.25103490726416,3.971891632174848,0.15377829245770208,0.6515165639396712,0.7428851887613848
"[[0], [1], [2]]",179.90331886769675,3.821837727443388e-15,4.3607696565100834e-15,5.389319290666954e-16,0.015,0.925,1.0,5.651110931428131e-06,split,"[6.526788460576402e-08, 8.989846766410824e-08, 9.28475439493227e-08]",False,0.088,0.016,994.5343838330211,4.8870634618744955,4.841780849153819,35.16122128050809,2.6748230439002962,0.08440447694802489,0.5738241458738351,0.8146175384088498
"[[0], [1], [2]]",179.80306750542908,5.809472112119379e-15,5.12056918670683e-15,-6.889029254125483e-16,0.015,0.95,1.0,3.9580444014041606e-06,split,"[5.646913579402278e-08, 9.485902914031518e-08, 9.115554006219597e-08]",False,0.088,0.016,1385.5931503561105,3.2433521979198376,2.796838906854427,61.55625777944441,2.375405977904799,0.048794664105115806,0.8782378259267037,0.4757282857539648
"[[0], [1], [2]]",179.19569501897342,7.026279788071001e-15,6.1562216491326555e-15,-8.700581389383456e-16,0.015,0.975,1.0,6.90094837493367e-06,split,"[4.86179868139394e-08, 9.690195266304692e-08, 9.230346846664561e-08]",False,0.088,0.016,1681.596382948832,2.3198466885341036,1.8820773210115758,66.09117214285175,2.2369598063291467,0.032842538990201516,0.9136983508162136,0.4050638114524781
"[[0], [1], [2]]",178.2877221572409,8.04602100254554e-15,6.9763221397456e-15,-1.0696988627999397e-15,0.015,1.0,1.0,7.5699104563854686e-06,split,"[4.168547778931428e-08, 9.891258798084779e-08, 9.334881465915363e-08]",False,0.088,0.016,1894.144632457614,1.7565334651122353,1.4263814683847946,69.16755761532914,2.1113170555941814,0.02489248158421738,0.9343348474200157,0.3555260289447113
"[[0], [1], [2]]",177.0548859301182,8.905514814471019e-15,7.625480124422123e-15,-1.2800346900488955e-15,0.015,1.025,1.0,7.709995333555254e-06,split,"[3.560371859305885e-08, 1.008619828881266e-07, 9.430326029398903e-08]",False,0.088,0.016,2054.942774165528,1.4002666862740667,1.1673631364792625,71.44797341094667,1.9889898870428389,0.020372920717861443,0.9478383762566265,0.31809960169202683
"[[0], [1], [2]]",175.57978635265948,9.637297752889674e-15,8.140581669552552e-15,-1.4967160833371225e-15,0.015,1.05,1.0,7.628916740262219e-06,split,"[3.029634834685808e-08, 1.027383398544275e-07, 9.517589186714628e-08]",False,0.088,0.016,2174.00483612138,1.1581075593047303,1.0085472854368316,73.08352331989927,1.8771164177026396,0.01760156179494293,0.9565817304777422,0.2909322566141261
"[[0], [1], [2]]",173.86627987262614,1.0268321242906262e-14,8.551113005127469e-15,-1.7172082377787938e-15,0.015,1.075,1.0,7.501012137859119e-06,split,"[2.568676928270548e-08, 1.0453770305057025e-07, 9.597355428090808e-08]",False,0.088,0.016,2272.5545770900835,0.9881750193312013,0.9027762108403604,74.43713053526358,1.7784397591705097,0.015755765335604622,0.9632170592912592,0.26826228312789036
"[[0], [1], [2]]",171.8980699563866,1.0819736875666673e-14,8.879855826178545e-15,-1.9398810494881288e-15,0.015,1.1,1.0,7.444661992941265e-06,split,"[2.17012706206001e-08, 1.0625762100769617e-07, 9.669953967174335e-08]",False,0.088,0.016,2345.2697851813955,0.8615380241798221,0.8251976926360745,75.39462077272805,1.6924206099020158,0.014401918806916544,0.9675851390513243,0.2521340584326298
"[[0], [1], [2]]",-169.8125338978065,9.145505365322835e-15,1.1309188255718843e-14,2.163682890396008e-15,0.015,1.125,1.0,-7.2906308418697695e-06,split,"[1.8270301490697533e-08, 9.73617444476208e-08, 1.0790269770621968e-07]",False,0.088,0.016,2409.463747279956,0.7656660939821986,0.7654329120937564,13.756099010189674,1.617386599185214,0.013358927146147817,0.23776806921837143,0.9712300882518372
"[[0], [1], [2]]",-135.93584077521064,9.582867147989667e-15,1.1975556474262656e-14,2.3926893262729887e-15,0.015,1.15,1.0,-4.928440111513948e-05,split,"[4.5528407860544383e-10, 9.789317867748447e-08, 1.0943383278426689e-07]",False,0.088,0.016,2401.459997861134,1.4483752595779118,0.7203559049201739,13.250654685212433,1.5492469581477633,0.012572251105340496,0.22919339766698363,0.9732997097338562
"[[0], [1], [2]]",-167.64424568875194,-1.4243675973332356e-13,-1.3965867993658832e-13,2.7780797967352467e-15,0.02,0.55,1.0,-2.3413002900968847e-05,split,"[3.797326989692576e-07, 4.195429576519239e-08, 6.736648075926549e-08]",False,0.088,0.016,2773.4512703188498,5.443665531811271,0.8238288196956399,85.36188305901047,-5.729577951308233,0.01437802994079929,0.9966222735438264,0.08085367110624127
"[[0], [1], [2]]",-167.7113778644759,-1.1843159532890237e-13,-1.157686966158681e-13,2.6628987130342535e-15,0.02,0.575,1.0,-2.0571946468561924e-05,split,"[3.4717918772380096e-07, 4.584531666000221e-08, 6.902674679202352e-08]",False,0.088,0.016,2807.167120785264,5.35116242829494,0.7941756362809471,85.67977959229857,-5.729577951308233,0.013860535852305265,0.9970628215911735,0.07532340503810593
"[[0], [1], [2]]",-167.09819286264323,-9.749880996485517e-14,-9.497114385215278e-14,2.5276661127023947e-15,0.02,0.6,1.0,-1.929846959613673e-05,split,"[3.161790229371143e-07, 4.970276230364925e-08, 7.069675164613613e-08]",False,0.088,0.016,2835.4541112291963,5.237998790902433,0.7672452002308762,85.91752085119705,-5.729577951308233,0.013390554711926577,0.9973731699656329,0.07118604411829796
"[[0], [1], [2]]",-167.52597761099497,-7.940702173489782e-14,-7.703191725901281e-14,2.3751044758850115e-15,0.02,0.625,1.0,-1.50386355572587e-05,split,"[2.868283027789553e-07, 5.3511246856695754e-08, 7.237788347308343e-08]",False,0.088,0.016,2887.6871903825386,5.102347375356754,0.7196377446476611,86.4044609995598,-5.729577951308233,0.012559717833672062,0.9979528931108115,0.06270786728712233
"[[0], [1], [2]]",-167.061746957466,-6.390589389421123e-14,-6.169833811258699e-14,2.207555781624235e-15,0.02,0.65,1.0,-1.2502788132430805e-05,split,"[2.5919557433572694e-07, 5.7240299274340996e-08, 7.405408592805907e-08]",False,0.088,0.016,2936.135622466967,4.933208804334415,0.6742238765174526,86.81949137103352,-5.729577951308233,0.011767154965512764,0.9983905675260785,0.05547800229796404
"[[0], [1], [2]]",59.14927239448439,-5.073387797613386e-14,-4.8705979226241634e-14,2.027898749892225e-15,0.02,0.675,1.0,1.2791155580278486e-05,split,"[2.3332359517702305e-07, 6.087710645388363e-08, 7.57226573760437e-08]",False,0.088,0.016,2941.750141361342,6.726968839036674,0.16627370497772484,87.46802461536821,5.729577951308233,0.00290201953800414,0.9990195163285374,0.04417673909758989
"[[0], [1], [2]]",50.23780845924172,-3.9630388747594976e-14,-3.779141908691047e-14,1.8389696606845065e-15,0.02,0.7,1.0,1.1516399348360596e-05,split,"[2.0923139960220283e-07, 6.440023161372718e-08, 7.737156772733904e-08]",False,0.088,0.016,2975.8343141610817,7.0047878441042615,0.21336547676827936,88.09423694241218,5.729577951308233,0.0037239214726701667,0.9994399460101955,0.03325547666179856
"[[0], [1], [2]]",29.50052996132455,-3.034023483017564e-14,-2.869625745028125e-14,1.6439773798943976e-15,0.02,0.725,1.0,4.906328553181403e-06,split,"[1.8691701920271462e-07, 6.780661647252678e-08, 7.900452276513502e-08]",False,0.088,0.016,3039.0494588602005,7.372419308430477,0.2978068645454317,89.13678779718461,5.729577951308233,0.005197686917666323,0.9998730050164795,0.015065121639781062
"[[0], [1], [2]]",-174.2379370944985,-2.2624301206188987e-14,-2.1178140905401133e-14,1.4461603007878557e-15,0.02,0.75,1.0,-8.452030904723552e-07,split,"[1.663606387467756e-07, 7.107433375027996e-08, 8.060844384327265e-08]",False,0.088,0.016,3034.3576778098954,7.8783955641120045,0.45241603879352515,89.55004644664811,5.729577951308233,0.007896067412963902,0.9999379905462786,0.007852845451212662
"[[0, 1], [2]]",-173.39035569278292,-1.626079846273107e-14,-1.5010863841763104e-14,1.2499346209679664e-15,0.02,0.775,1.0,-7.645907713397349e-06,1⊕2,"[1.4752928766999846e-07, 7.418956973649388e-08, 8.218288677488796e-08]",False,0.088,0.016,2828.2674790694978,8.618779395656334,0.6981456505311575,87.88965809454574,5.729577951308233,0.012184638740514394,0.9992475781821452,0.03682135353135594
"[[0, 1], [2]]",-176.5423646321273,-1.1052107138459169e-14,-9.990136890239775e-15,1.0619702482193928e-15,0.02,0.8,1.0,-1.5847787579092566e-05,1⊕2,"[1.3038541448680358e-07, 7.712489333824975e-08, 8.37270530990778e-08]",False,0.088,0.016,2531.30785098728,9.8026172065183,1.1522831760223626,85.51740935627815,5.729577951308233,0.02010977968020307,0.9967395240600545,0.0781403732890363
"[[0, 1], [2]]",-178.39435141526963,-6.833429415911179e-15,-5.9379120410272136e-15,8.955173748839653e-16,0.02,0.825,1.0,-2.7228538832879443e-05,1⊕2,"[1.1491177306098279e-07, 7.982033683283747e-08, 8.524554854648772e-08]",False,0.088,0.016,2105.756415186599,11.99879114259954,2.066358123316703,82.30434046584962,5.729577951308233,0.03605693525030705,0.9903489410309694,0.13382403528213085
"[[0, 1, 2]]",-179.43541797339728,-3.514357774058692e-15,-2.726547009474388e-15,7.878107645843038e-16,0.02,0.85,1.0,-4.108855080513921e-05,3D,"[1.0123898927653397e-07, 8.20668945170674e-08, 8.673399529745976e-08]",True,0.088,0.016,1502.0131900826027,17.437458177095152,4.4146539312841835,78.79508423343736,5.729577951308233,0.07697403117793104,0.9780281387966875,0.19374198885658872
"[[0, 1, 2]]",179.7884261558681,-1.5353491244759338e-15,-5.76364048061427e-16,9.589850764145068e-16,0.02,0.875,1.0,1.0872128407490045e-05,3D,"[9.113657347203794e-08, 8.228320545377553e-08, 8.791763745780901e-08]",True,0.088,0.016,2178.506203493201,42.36119458017236,14.400143375861203,88.5471378635406,5.729577951308233,0.2486923109280262,0.9682711615323814,0.024557936192019025
"[[0, 1, 2]]",179.83580802050182,2.1959634945843567e-15,2.6373824030718274e-15,4.414189084874706e-16,0.02,0.9,1.0,3.9663614056898655e-05,3D,"[7.479278123148915e-08, 8.826054395326234e-08, 9.072674648312494e-08]",True,0.088,0.016,584.6972039695926,10.446438247935381,9.490586801992814,37.71492362754883,4.228558768846523,0.1648855654919168,0.6033601345794032,0.7802366937620501
"[[0, 1], [2]]",-179.89111987530205,4.308679188231274e-15,3.742415294793701e-15,-5.662638934375734e-16,0.02,0.925,1.0,-6.049052938883054e-06,1⊕2,"[6.526201564457007e-08, 9.256246471558211e-08, 8.945136097782867e-08]",False,0.088,0.016,1059.3272316323878,5.014574557172382,4.6728537145025015,57.6909411146645,2.83936586973563,0.08146630056878786,0.8423680499268151,0.5327094051489336
"[[0], [1], [2]]",179.81668778327005,5.759377756075654e-15,5.032590510670293e-15,-7.267872454053615e-16,0.02,0.95,1.0,3.4512693763143985e-06,split,"[5.6468113872548166e-08, 9.459400425184845e-08, 9.067104496471495e-08]",False,0.088,0.016,1444.1298008170638,3.2644139186553014,2.7005740246537377,63.087478854704614,2.50047894057002,0.04711645820555261,0.8907083175400816,0.45212689859273086
"[[0], [1], [2]]",179.24605334303146,6.977293553628297e-15,6.062399100123708e-15,-9.148944535045889e-16,0.02,0.975,1.0,6.082553635867125e-06,split,"[4.861881414569441e-08, 9.664927647200403e-08, 9.179427100346341e-08]",False,0.088,0.016,1732.703079960541,2.319851214222723,1.8342017406063718,67.18267961481672,2.32201481123011,0.03200739187951439,0.9212736914013894,0.3875955526018437
"[[0], [1], [2]]",178.3210974906277,7.997137914129018e-15,6.877967971443729e-15,-1.1191699426852892e-15,0.02,1.0,1.0,7.0984549681261215e-06,split,"[4.1687149636381735e-08, 9.866588244644194e-08, 9.282126058317572e-08]",False,0.088,0.016,1930.150027621899,1.755260607894946,1.4036332000553853,69.86029617103512,2.16813241976856,0.024495570477917932,0.9385741688340796,0.3442070548730492
"[[0], [1], [2]]",177.111514552167,8.856375758786306e-15,7.523542553367808e-15,-1.332833205418498e-15,0.02,1.025,1.0,7.303486107025848e-06,split,"[3.560578319240274e-08, 1.0061882306770785e-07, 9.376200909810006e-08]",False,0.088,0.016,2084.5842267028,1.4009906010355473,1.1556727902483646,71.98406156516646,2.0290920452715455,0.020168927610150652,0.9507770774678603,0.30921863352768875
"[[0], [1], [2]]",175.64719709780917,9.58771381047862e-15,8.03566089128855e-15,-1.5520529191900717e-15,0.02,1.05,1.0,7.325628019791538e-06,split,"[3.0298566250128974e-08, 1.0249739961234176e-07, 9.46238025451419e-08]",False,0.088,0.016,2197.2759039379825,1.16092024215848,1.0022422443516097,73.4879290722303,1.9074632227482196,0.017491535010098074,0.9586131986335082,0.2841738580668971
"[[0], [1], [2]]",173.9560509240984,1.0218011563276232e-14,8.443446492740475e-15,-1.7745650705357565e-15,0.02,1.075,1.0,7.257677214336769e-06,split,"[2.568902622807411e-08, 1.042973519885472e-07, 9.54115955284637e-08]",False,0.088,0.016,2287.7805550672274,0.9908862761113911,0.8970668051007323,74.68869858833149,1.802811544264457,0.01565612969833057,0.9643871372498524,0.26403093589559584
"[[0], [1], [2]]",172.0939907109169,1.0769062131083934e-14,8.770127748053573e-15,-1.9989343830303606e-15,0.02,1.1,1.0,7.151442792459621e-06,split,"[2.1703486339432693e-08, 1.0601935413107305e-07, 9.613099951284973e-08]",False,0.088,0.016,2360.1380283953113,0.864613164400092,0.8217456084747444,75.63623971014543,1.7128994939631375,0.014341674794874942,0.9686406321557102,0.24805169239709743
"[[0], [1], [2]]",169.878728698157,1.1257619526379602e-14,9.033505430567392e-15,-2.2241140958122102e-15,0.02,1.125,1.0,7.210511224505117e-06,split,"[1.827239697602636e-08, 1.0766382873383753e-07, 9.678525673787764e-08]",False,0.088,0.016,2417.4941818740135,0.7692021186245114,0.7651718080951413,76.37543648650696,1.6351776116036425,0.01335437042819565,0.9717734382554393,0.2355377793299179
"[[0], [1], [2]]",-134.1973283991465,9.469055000166974e-15,1.1923569599785241e-14,2.4545145996182667e-15,0.02,1.15,1.0,-4.84554806228621e-05,split,"[4.5976367464944944e-10, 9.731015559952364e-08, 1.0919606669849317e-07]",False,0.088,0.016,2428.558200179453,1.4419330428138153,0.7101667950599745,12.848120606583322,1.5634418512755859,0.012394431447443916,0.22235033035931953,0.9748880492949926
"[[0], [1], [2]]",-168.0009831866139,-1.4245637384948997e-13,-1.397096382832779e-13,2.7467355662120632e-15,0.025,0.55,1.0,-2.3819478790900712e-05,split,"[3.797432806150177e-07, 4.181608928111385e-08, 6.704715421983358e-08]",False,0.088,0.016,2759.8994829720546,5.437220306474454,0.835227178886016,85.20239113538332,-5.729577951308233,0.014576947988009186,0.9963904734343666,0.0836273701403688
"[[0], [1], [2]]",-168.26503555151714,-1.1845241565558195e-13,-1.158218184071548e-13,2.6305972484271485e-15,0.025,0.575,1.0,-2.0150632409823397e-05,split,"[3.4718988107412255e-07, 4.569899194382091e-08, 6.869494241287751e-08]",False,0.088,0.016,2800.0606906216153,5.345083996125411,0.799227517315943,85.59396593925693,-5.729577951308233,0.013948699285832268,0.9969476667721799,0.0768165574973259
"[[0], [1], [2]]",-168.53577688657737,-9.752064139356345e-14,-9.502625969839488e-14,2.494381695168566e-15,0.025,0.6,1.0,-1.6708181546637827e-05,split,"[3.161897848627128e-07, 4.9551373926109714e-08, 7.035424900554132e-08]",False,0.088,0.016,2842.348238021034,5.233037249056484,0.7604176779380241,85.9904396353793,-5.729577951308233,0.013271402557206996,0.9974645434354491,0.06991676811234514
"[[0], [1], [2]]",-167.20238321307082,-7.94310617806307e-14,-7.709057716904155e-14,2.3404846115891493e-15,0.025,0.625,1.0,-1.657364284652456e-05,split,"[2.8683907633813976e-07, 5.334410870833318e-08, 7.201443289699376e-08]",False,0.088,0.016,2869.621758632762,5.094246189262697,0.7320592151592177,86.19440625468617,-5.729577951308233,0.012776495995138684,0.9977135504867023,0.06636589730655958
"[[0], [1], [2]]",-166.4579637057089,-6.393140719429498e-14,-6.175970786524024e-14,2.171699329054744e-15,0.025,0.65,1.0,-1.3580003897508152e-05,split,"[2.5920634487204205e-07, 5.7065944552149635e-08, 7.36764640620311e-08]",False,0.088,0.016,2926.906155954415,4.92581602896962,0.6775771824094748,86.7077726968758,-5.729577951308233,0.011825677121883748,0.9982798061544819,0.0574245764875968
"[[0], [1], [2]]",70.2582348130168,-5.0760912936346393e-14,-4.877013809679675e-14,1.99077483954964e-15,0.025,0.675,1.0,1.4788105540964797e-05,split,"[2.3333432063809923e-07, 6.069589978982854e-08, 7.533104997838905e-08]",False,0.088,0.016,2927.0546986958843,6.73392164044243,0.1640713225273318,87.2964018293446,5.729577951308233,0.002863580872582979,0.9988828192182748,0.047168987429641485
"[[0], [1], [2]]",39.54354611349219,-3.965826969780177e-14,-3.7857670416620736e-14,1.8005992811810386e-15,0.025,0.7,1.0,8.56792535696084e-06,split,"[2.0924208430732317e-07, 6.421822286135896e-08, 7.69712896387491e-08]",False,0.088,0.016,2978.8609886128015,7.0134644977154945,0.19312382614894225,88.11100011348256,5.729577951308233,0.0033706402478870592,0.9994508853881682,0.032963107880269696
"[[0], [1], [2]]",31.254786114621336,-3.037023647178111e-14,-2.8766103528070376e-14,1.6041329437107352e-15,0.025,0.725,1.0,4.997370234036702e-06,split,"[1.8692764703360117e-07, 6.761441232265109e-08, 7.858652363763272e-08]",False,0.088,0.016,3041.1961071089436,7.3808704951693365,0.2975719937482817,89.16581417936091,5.729577951308233,0.005193587704268804,0.9998805300838132,0.014558578435784345
"[[0], [1], [2]]",-172.97386617056645,-2.265591646569055e-14,-2.1250863531499497e-14,1.4050529341910552e-15,0.025,0.75,1.0,-9.830987600845046e-07,split,"[1.663712242034379e-07, 7.087642610388911e-08, 8.017805629629037e-08]",False,0.088,0.016,3035.82062626725,7.887905350658658,0.4452483024928898,89.5640415736985,5.729577951308233,0.007770970653081411,0.9999408588101778,0.0076086067760845096
"[[0, 1], [2]]",-173.62581595466486,-1.6294232208046193e-14,-1.5086503984393072e-14,1.2077282236531201e-15,0.025,0.775,1.0,-8.195048207777065e-06,1⊕2,"[1.4753983463965137e-07, 7.398493493576567e-08, 8.174043565520433e-08]",False,0.088,0.016,2811.637939666698,8.627072188178998,0.7183229683264133,87.72253492370669,5.729577951308233,0.012536772464624089,0.9991315756671202,0.039735674665314205
