eps,phase12_pi,phase23_pi,ok_3d,blocks,theta12,theta13,theta23,deltaCP_deg,J,dm21,dm31,dm32,sum_mnu,ordering,Ue_theta_deg,score
0.01,0.08,0.016,True,"[[0, 1, 2]]",27.935741273987446,7.628497941818053,45.9128134049412,-15.020068956554663,-0.00699052177742511,6.855973900663175e-07,3.3256879448720887e-06,2.640090554805771e-06,0.00774652920406969,NO,4.568550106784599,36.35424923135522
0.01,0.08,0.018,True,"[[0, 1, 2]]",27.76359946235481,7.561522828655741,45.93807641583084,-18.109232373149016,-0.008279495491016971,6.872250803523347e-07,3.3100971668000336e-06,2.622872086447699e-06,0.007746038974078913,NO,4.568550106784599,39.11960739512403
0.01,0.08,0.02,True,"[[0, 1, 2]]",27.63797894280075,7.48941454702471,45.96329020900546,-21.210957954097747,-0.00951993859826867,6.898956929760589e-07,3.295527131065458e-06,2.6056314380893992e-06,0.007745568730434551,NO,4.568550106784064,41.5292149805353
0.01,0.08,0.022,True,"[[0, 1, 2]]",27.55888752323469,7.412038305362193,45.98843673627717,-24.310319368317987,-0.01070391238307312,6.935841328639305e-07,3.281976390371613e-06,2.5883922575076826e-06,0.00774511848144432,NO,4.568550106784942,43.56312007540598
0.01,0.08,0.024,True,"[[0, 1, 2]]",27.52578333705933,7.329254506630407,46.01343887464583,-27.39292773181008,-0.01182429387393865,6.982561362488031e-07,3.2694463876331574e-06,2.5711902513843543e-06,0.007744687759967902,NO,4.568550106784942,45.222244409327985
0.01,0.08,0.026,True,"[[0, 1, 2]]",27.53729535204141,7.2409215760071435,46.038315705385166,-30.445468715964953,-0.012874805493856575,7.038767784615995e-07,3.2579368649510957e-06,2.554060086489496e-06,0.007744277379013555,NO,4.568550106784064,46.53197026862215
0.01,0.08,0.028,True,"[[0, 1, 2]]",27.5915389311252,7.146923675701043,46.063031351254374,-33.456082306809336,-0.01385015787561564,7.104048358585423e-07,3.2474412451764294e-06,2.537036409317887e-06,0.007743886609014143,NO,4.568550106784942,47.53684046781287
0.01,0.08,0.03,True,"[[0, 1, 2]]",27.68606636277265,7.0471430138353455,46.087519171061416,-36.41472699513798,-0.01474599243620044,7.177961501732165e-07,3.237954785601617e-06,2.5201586354284005e-06,0.007743515782212017,NO,4.568550106784942,48.29992447494651
0.01,0.08,0.032,True,"[[0, 1, 2]]",27.818090309011374,6.941470994481125,46.11178495947055,-39.31338283627901,-0.01555890150263814,7.260048850623435e-07,3.229471113728052e-06,2.5034662286657083e-06,0.007743165007313396,NO,4.568550106784942,48.89809236734221
0.01,0.082,0.012,True,"[[0, 1, 2]]",29.12854702694918,7.843546751983174,45.77895734930742,-7.988015861376214,-0.003955379389253913,6.758135147698192e-07,3.4059138382771114e-06,2.730100323507292e-06,0.007748824766422299,NO,4.568550106784064,22.28541415163593
0.01,0.082,0.014,True,"[[0, 1, 2]]",28.856460248197372,7.787952249014034,45.803230001163364,-10.992722356118778,-0.005358597870068386,6.749066973099981e-07,3.387986059829911e-06,2.713079362519913e-06,0.007748286119870117,NO,4.568550106784064,25.24546121026776
0.01,0.082,0.016,True,"[[0, 1, 2]]",28.627192924162117,7.727723908873223,45.82746275763561,-14.041875461689791,-0.00673332715618555,6.751071636546857e-07,3.371059414904103e-06,2.695952251249417e-06,0.0077477660293095475,NO,4.568550106784599,28.029575473350533
0.01,0.082,0.018,True,"[[0, 1, 2]]",28.442454302157927,7.662690329244355,45.851703372919,-17.12111467198999,-0.008069944788000107,6.764056621330032e-07,3.35514861376155e-06,2.6787429516285466e-06,0.0077472667213810305,NO,4.568550106784599,30.573954494986364
0.01,0.082,0.02,True,"[[0, 1, 2]]",28.303528653080843,7.592736620134041,45.875833294498605,-20.21548081706244,-0.009359388296109076,6.787792369883136e-07,3.3402524270163057e-06,2.661473190027992e-06,0.0077467855578796955,NO,4.568550106784064,32.828581248234194
0.01,0.082,0.022,True,"[[0, 1, 2]]",28.210470680536716,7.517704062530499,45.89989433887281,-23.30996761015553,-0.010593132993290146,6.822078223465345e-07,3.3263766527865586e-06,2.644168830440024e-06,0.007746325170075655,NO,4.568550106784942,34.76921135628229
0.01,0.082,0.024,True,"[[0, 1, 2]]",28.163052696893182,7.437452791715768,45.92386833983565,-26.389999957538883,-0.011763571481482616,6.866585289017894e-07,3.3135238401237716e-06,2.626865311221982e-06,0.0077458847389518925,NO,4.568550106784942,36.38824583380521
0.01,0.082,0.026,True,"[[0, 1, 2]]",28.160053708787927,7.351858912129416,45.9477334888557,-29.441938816584003,-0.012863978669535012,6.920969662203284e-07,3.301688852492962e-06,2.6095918862726336e-06,0.007745464418543461,NO,4.568550106784064,37.70237295207032
0.01,0.082,0.028,True,"[[0, 1, 2]]",28.19978624159367,7.260814873305855,45.97140206721669,-32.45348063553832,-0.01388868476221574,6.984807733049189e-07,3.2908634513932916e-06,2.5923826780883726e-06,0.007745062926593222,NO,4.568550106784942,38.74634593066419
0.01,0.082,0.03,True,"[[0, 1, 2]]",28.279872435173846,7.1641667180311925,45.99496555662563,-35.414132982956154,-0.014832936842603266,7.0576992940716e-07,3.2810511565480135e-06,2.5752812271408534e-06,0.0077446829874896,NO,4.568550106784942,39.575366020619825
0.01,0.082,0.032,True,"[[0, 1, 2]]",28.39778193774897,7.0618528658916375,46.018254006039996,-38.31521568661495,-0.01569319278089304,7.139124114472786e-07,3.2722331456058624e-06,2.558320734158584e-06,0.007744321100461478,NO,4.568550106784942,40.25440640012154
0.01,0.084,0.012,True,"[[0, 1, 2]]",29.860298180905843,7.9371180036497195,45.698814579722146,-7.057602731698923,-0.0035920040818620412,6.66583338070308e-07,3.452345379481802e-06,2.785762041411494e-06,0.007750102228649969,NO,4.568550106784433,15.654306031442708
0.01,0.084,0.014,True,"[[0, 1, 2]]",29.578876512764744,7.883038359785044,45.7220419775065,-10.047266352344819,-0.0050377193243603645,6.652697196528457e-07,3.434094468194654e-06,2.768824748541808e-06,0.0077495523673783906,NO,4.568550106784433,18.206533283220725
0.01,0.084,0.016,True,"[[0, 1, 2]]",29.338670648075194,7.824470933051941,45.74528436810822,-13.083754148801585,-0.0064575147852409965,6.650947409306501e-07,3.4168493496984924e-06,2.7517546087678423e-06,0.007749023533754647,NO,4.568550106784234,20.658516896240386
0.01,0.084,0.018,True,"[[0, 1, 2]]",29.14180917317027,7.761303671503362,45.768462713033784,-16.15286925579826,-0.007841307350182427,6.660470994299377e-07,3.4006113069186015e-06,2.734564207488664e-06,0.0077485137465470675,NO,4.568550106784234,22.943193247622535
0.01,0.084,0.02,True,"[[0, 1, 2]]",28.989746926127776,7.693380595959007,45.791592900810834,-19.239742249323402,-0.009179443079989939,6.681097734227687e-07,3.3853923177915673e-06,2.7172825443687986e-06,0.00774802337924123,NO,4.568550106784433,25.008703958915373
0.01,0.084,0.022,True,"[[0, 1, 2]]",28.88310731166144,7.620566681546735,45.81465989201196,-22.32930101799578,-0.010462928239821612,6.712592369598329e-07,3.371195405127604e-06,2.699936168167771e-06,0.007747552081832509,NO,4.568550106784163,26.82172804939751
0.01,0.084,0.024,True,"[[0, 1, 2]]",28.821320680372075,7.542736027180848,45.83763910250517,-25.406819838568605,-0.011683517879780492,6.754708448753766e-07,3.3580160106421087e-06,2.682545165766732e-06,0.007747101513138638,NO,4.568550106784163,28.372786227362106
0.01,0.084,0.026,True,"[[0, 1, 2]]",28.803667648014198,7.4597548791831665,45.860499672240884,-28.45837063371096,-0.01283403505095034,6.807073575858694e-07,3.3458551346552788e-06,2.6651477770694094e-06,0.007746670960195441,NO,4.568550106784433,29.667684389117557
0.01,0.084,0.028,True,"[[0, 1, 2]]",28.828637880026797,7.371500142691518,45.88324880025727,-31.47129187993744,-0.013908348757549269,6.869290578913048e-07,3.3347084663847643e-06,2.6477794084934595e-06,0.007746260127150898,NO,4.568550106784163,30.732751471523546
0.01,0.084,0.03,True,"[[0, 1, 2]]",28.894031952571314,7.277871882951428,45.90580756297196,-34.43455152416847,-0.014901425791608186,6.940920204263482e-07,3.324564490798543e-06,2.6304724703721947e-06,0.007745868515345224,NO,4.568550106784163,31.612371932927882
0.01,0.084,0.032,True,"[[0, 1, 2]]",28.997315828437205,7.178742045806608,45.928209938249765,-37.33901821446989,-0.01580929827592126,7.021498810182218e-07,3.3154211008115757e-06,2.613271219793354e-06,0.0077454971046214,NO,4.568550106784163,32.3650466381431
0.01,0.086,0.012,True,"[[0, 1, 2]]",30.61004751645159,8.028486002264795,45.6214547330601,-6.146519723256074,-0.0032120670797763018,6.578707623826384e-07,3.4991892680028316e-06,2.841318505620193e-06,0.007751398862602117,NO,4.568550106784872,10.129810343344376
0.01,0.086,0.014,True,"[[0, 1, 2]]",30.320090613045455,7.975821684837609,45.64372130689396,-9.120913604517227,-0.004699078883213063,6.56141205350508e-07,3.4806205963697967e-06,2.8244793910192888e-06,0.007750839612342425,NO,4.568550106784872,12.237810367513747
0.01,0.086,0.016,True,"[[0, 1, 2]]",30.06987402466475,7.918846806068696,45.66597470494313,-12.144486539557011,-0.0061630564814685335,6.555749969639782e-07,3.463052827817507e-06,2.807477830853529e-06,0.00775030006276573,NO,4.568550106784228,14.31707936084354
0.01,0.086,0.018,True,"[[0, 1, 2]]",29.861687623203327,7.8574369378162165,45.68818495497612,-15.203240534796144,-0.007593392018604425,6.561652958757225e-07,3.4464928368452777e-06,2.790327540969555e-06,0.0077497795077595836,NO,4.568550106784228,16.30165241596654
0.01,0.086,0.02,True,"[[0, 1, 2]]",29.696856573330003,7.7914415087912126,45.71037623757227,-18.282419690743236,-0.008979812039449437,6.579018421346416e-07,3.4309505088062393e-06,2.7730486666715977e-06,0.00774928018438176,NO,4.568550106784872,18.140506639631518
0.01,0.086,0.022,True,"[[0, 1, 2]]",29.576615851095198,7.7207397262335995,45.732489494617695,-21.366929080641444,-0.010312800374931623,6.607583765853035e-07,3.4164293707864384e-06,2.755670994201135e-06,0.007748799214541422,NO,4.568550106783865,19.79339898396436
0.01,0.086,0.024,True,"[[0, 1, 2]]",29.500637507374943,7.645205141890839,45.75451290965471,-24.441910977673608,-0.011583552017949295,6.647116878455832e-07,3.4029263674004057e-06,2.7382146795548226e-06,0.007748338387918406,NO,4.568550106783865,21.244116906156847
0.01,0.086,0.026,True,"[[0, 1, 2]]",29.46844065646022,7.5647054996183,45.77645177404457,-27.49318660827537,-0.012784359064303889,6.697263571466734e-07,3.3904427777657002e-06,2.720716420619027e-06,0.007747896964214981,NO,4.568550106784872,22.491044444315445
0.01,0.086,0.028,True,"[[0, 1, 2]]",29.478427319527956,7.479124756415286,45.79827636747751,-30.507763064559967,-0.013908550801851072,6.757659063003606e-07,3.3789708404574447e-06,2.703204934157084e-06,0.007747475890934538,NO,4.568550106783865,23.554145317184325
0.01,0.086,0.03,True,"[[0, 1, 2]]",29.52881257026178,7.388347781921756,45.819937205243555,-33.474163329504194,-0.014950717788308482,6.827843540845087e-07,3.3685053023945064e-06,2.6857209483099977e-06,0.0077470742879656215,NO,4.568550106783865,24.46699572214936
0.01,0.086,0.032,True,"[[0, 1, 2]]",29.61693045895329,7.292262420326134,45.84148292697021,-36.382747634216905,-0.015906506490305138,6.907385936189318e-07,3.3590363534822705e-06,2.6682977598633387e-06,0.007746693676615115,NO,4.568550106783865,25.280774132525256
0.01,0.088,0.012,True,"[[0, 1, 2]]",31.37732080542423,8.117702082903683,45.54671982373939,-5.253715179136767,-0.0028160071954661473,6.496890387046892e-07,3.5464540773986442e-06,2.896765038693955e-06,0.007752714686005083,NO,4.568550106784633,5.785801374851978
0.01,0.088,0.014,True,"[[0, 1, 2]]",31.079799702250305,8.066383412477657,45.56808434992143,-8.21258917029617,-0.00434294257915311,6.475340969437346e-07,3.5275660483278183e-06,2.8800319513840836e-06,0.007752146021506663,NO,4.568550106784633,7.414529225177352
0.01,0.088,0.016,True,"[[0, 1, 2]]",30.82038455719223,8.010918324617723,45.58941603432959,-11.222971528481223,-0.005849985053136761,6.465657230349318e-07,3.5096753901487054e-06,2.8631096671137737e-06,0.00775159609917277,NO,4.568550106784591,9.083930415924273
0.01,0.088,0.018,True,"[[0, 1, 2]]",30.601351290368967,7.951173546362209,45.61073928962991,-14.271100348111021,-0.00732599496654479,6.467834204147445e-07,3.492792345947598e-06,2.8460089255328536e-06,0.007751066098319751,NO,4.568550106784591,10.731291681458242
0.01,0.088,0.02,True,"[[0, 1, 2]]",30.42463083213815,7.887015780039696,45.63200373954421,-17.34233263118379,-0.008760191861554077,6.481741562000792e-07,3.4769271603723633e-06,2.828753004172284e-06,0.0077505555490676534,NO,4.568550106784633,12.302329399335198
0.01,0.088,0.022,True,"[[0, 1, 2]]",30.291168784365368,7.8183239314143504,45.65318550281771,-20.421602333593853,-0.010142373237630625,6.507203466278601e-07,3.4620813019966767e-06,2.8113609553688166e-06,0.007750064576091942,NO,4.568550106784112,13.757587685592622
0.01,0.088,0.024,True,"[[0, 1, 2]]",30.201231285314037,7.744964680712612,45.67434686554442,-23.49394870520662,-0.011463178872644031,6.543983089812422e-07,3.4482573834867472e-06,2.793859074505505e-06,0.007749593693441449,NO,4.568550106784112,15.073377368496573
0.01,0.088,0.026,True,"[[0, 1, 2]]",30.15418300258449,7.6668242169099745,45.69539754516294,-26.544994031099513,-0.012714260056032321,6.591761681811231e-07,3.4354500848153236e-06,2.7762739166342005e-06,0.007749143301371715,NO,4.568550106784633,16.24380797940417
0.01,0.088,0.028,True,"[[0, 1, 2]]",30.149191892686723,7.58378323926871,45.71633623765226,-29.56139835801184,-0.013888539655253497,6.650128878084161e-07,3.4236571394594353e-06,2.758644251651019e-06,0.007748711732137708,NO,4.568550106784112,17.277069984694684
0.01,0.088,0.03,True,"[[0, 1, 2]]",30.184380306134866,7.495731021431733,45.73715178486063,-32.53127624889226,-0.01498009467097569,6.718666488633252e-07,3.412869710445545e-06,2.7410030615822196e-06,0.007748299379064837,NO,4.568550106784112,18.20006263166572
0.01,0.088,0.032,True,"[[0, 1, 2]]",30.257121254689295,7.402559542692497,45.75783007602881,-35.444539852596364,-0.01598419064610037,6.796942508663772e-07,3.4030759910528764e-06,2.723381740186499e-06,0.007747908162828201,NO,4.568550106784112,19.055175124640417
0.011,0.072,0.012,True,"[[0, 1, 2]]",26.017602291955924,7.352658763022706,46.11072112932142,-13.016840429480647,-0.005584084326284734,7.244399628492387e-07,3.168179535905334e-06,2.443739573056095e-06,0.007738328903262698,NO,4.624860659931937,65.06865831563971
0.011,0.072,0.014,True,"[[0, 1, 2]]",25.802416333946724,7.28800824780978,46.140420693659316,-16.08829226397828,-0.00677181278821642,7.25285684336432e-07,3.1518460082315475e-06,2.4265603238951156e-06,0.007737838956616075,NO,4.624860659931937,69.3517710680969
0.011,0.072,0.016,True,"[[0, 1, 2]]",25.63470081467761,7.217679992467498,46.170070706623285,-19.19240957079249,-0.007921293968748452,7.270860316864262e-07,3.1365331176972887e-06,2.4094470860108624e-06,0.007737368992955447,NO,4.624860659931737,73.13378851541438
