ok_3d,blocks,g_diag,g_off,eps,phase_pi,beta,rel_cut,tol_rel_blocks,seesaw_M,theta12,theta13,theta23,ue3,um3,ut3,m_light,dm21,dm31,score,note
True,"[[0, 1, 2]]",0.892,1.0,0.012,0.0775,1.5,0.15,0.03,1000000.0,37.9270227139159,11.668334986626549,46.85023376331033,0.20224608836949912,0.7144917920424807,0.6697745880839792,7.704852765096e-08;8.183482952120e-08;9.769770833693e-08,7.604637095834513e-16,3.608366601106849e-15,52.161338401673675,
True,"[[0, 1, 2]]",0.892,1.0,0.012,0.08,1.5,0.15,0.03,1000000.0,40.90696138239285,11.9561489942757,45.82391519391121,0.20716301018035713,0.7016428852350003,0.6817483031236817,7.685190259253e-08;8.142130483919e-08;9.787713457363e-08,7.2321394962397e-16,3.673718540251538e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.012,0.0825,1.5,0.15,0.03,1000000.0,42.74955310711418,12.061077646960669,46.17917722367392,0.20895428373735295,0.7055816301736167,0.6771208684343246,7.666705356348e-08;8.127313594067e-08;9.808023416998e-08,7.274855235243555e-16,3.74189523273161e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.012,0.085,1.5,0.15,0.03,1000000.0,43.553838568270166,12.275773786969838,45.498157481345025,0.21261724581662478,0.6969203537231703,0.6849057799052549,7.660435275936e-08;8.112408791092e-08;9.829654239761e-08,7.128907776990074e-16,3.793983385644365e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.06,1.5,0.15,0.03,1000000.0,32.087522311025744,10.937293784074754,46.718454568824185,0.18973455914868143,0.7147699207761045,0.6731305649116539,7.760292167437e-08;8.261138712280e-08;9.567746049453e-08,8.024278299540602e-16,3.131962994283655e-15,21.06451048839137,
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.0625,1.5,0.15,0.03,1000000.0,35.15725483840811,11.072873826979535,46.678968611283,0.192057360754515,0.71397722009501,0.6733130767817573,7.740045761591e-08;8.220204160070e-08;9.594236321612e-08,7.663448041710536e-16,3.2141062203421554e-15,24.252195057263503,
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.065,1.5,0.15,0.03,1000000.0,34.14434046453994,10.982743545042316,47.1080787511146,0.19051333833141523,0.7192203049086149,0.6681517948227652,7.743056542315e-08;8.236574179499e-08;9.645778251716e-08,7.886229596908888e-16,3.3086113463805386e-15,22.030439152374893,
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.0675,1.5,0.15,0.03,1000000.0,37.67220607560926,11.296269066716976,46.42126343512837,0.1958822890738088,0.7103937037327217,0.6759962385428009,7.719826638609e-08;8.187549237635e-08;9.656568378361e-08,7.44023918852111e-16,3.3653589515772612e-15,42.08133514491007,
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.07,1.5,0.15,0.03,1000000.0,35.85796627344236,11.402173246188708,46.355831796905505,0.1976945222180872,0.7093580383975928,0.6765560207740262,7.728319676195e-08;8.205845960899e-08;9.686760584097e-08,7.608982916542876e-16,3.4106405596155932e-15,31.43640276784742,
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.0725,1.5,0.15,0.03,1000000.0,39.9204770612258,11.90716998180146,45.500129902946284,0.20632663419039246,0.6979051176281561,0.685826338668906,7.700438991554e-08;8.152398541396e-08;9.670517872685e-08,7.164841315122e-16,3.422215526328213e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.075,1.5,0.15,0.03,1000000.0,38.36308979331671,11.577341622028522,46.43587854714,0.2006905193730576,0.7098612757240337,0.6751446398077406,7.706522056003e-08;8.177117283848e-08;9.747579423286e-08,7.474764874139364e-16,3.562482241361094e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.0775,1.5,0.15,0.03,1000000.0,38.676320369709636,11.907306455159636,46.23594376413595,0.20632896484811547,0.7066546085638533,0.6768069314509674,7.700551627507e-08;8.169547223424e-08;9.743977518318e-08,7.443006467858539e-16,3.564660250958939e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.08,1.5,0.15,0.03,1000000.0,40.27102826665613,11.762727547021422,46.528442915276656,0.20385922892677527,0.7104761141449228,0.6735466620886886,7.687042755304e-08;8.156590548849e-08;9.805084380110e-08,7.439343059692587e-16,3.704905337919774e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.0825,1.5,0.15,0.03,1000000.0,40.80783921540696,12.0358524958919,45.95802134829615,0.20852372016181134,0.7030288233157962,0.6799031781930341,7.681619505295e-08;8.144003635928e-08;9.815924339257e-08,7.3175169978906e-16,3.7345092409902975e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.892,1.0,0.013,0.085,1.5,0.15,0.03,1000000.0,44.121119916051704,12.246949801341264,45.465647691009636,0.21212564797140368,0.6966077816998585,0.6853760339753758,7.656031020700e-08;8.108605130574e-08;9.834550158497e-08,7.134666173649923e-16,3.8103565830080454e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.06,1.5,0.15,0.03,1000000.0,28.987890650899356,10.024151204987021,47.865062915004316,0.1740632764670469,0.7302464869472411,0.660637604202692,7.713138379573e-08;8.254720888642e-08;9.624621024630e-08,8.647913286946255e-16,3.3140826205319367e-15,33.75991437935228,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.0625,1.5,0.15,0.03,1000000.0,28.89080312070629,10.331127211696492,47.11617111476526,0.17933670622184475,0.7208557160437656,0.6694814280085989,7.711645771636e-08;8.247174564147e-08;9.637332697028e-08,8.54640778431959e-16,3.3408701006010593e-15,33.801440952427164,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.065,1.5,0.15,0.03,1000000.0,29.29622073609972,10.342585746986327,47.50689235016667,0.17953344952894754,0.7253779021944832,0.6645258757249953,7.706556691204e-08;8.244683410030e-08;9.676252973646e-08,8.583788496871265e-16,3.423885557525575e-15,32.23532875894179,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.0675,1.5,0.15,0.03,1000000.0,30.07683196476379,10.650167363981245,46.67717909336451,0.1848119241042041,0.7149675639653741,0.674289207377831,7.700681102738e-08;8.221444553441e-08;9.688946445120e-08,8.291661099233629e-16,3.4575193770337792e-15,26.46593416263609,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.07,1.5,0.15,0.03,1000000.0,30.843129557501793,10.782197463249387,46.702577639524314,0.18707609624336585,0.7149545473620518,0.6736783575420615,7.693648881710e-08;8.209176394910e-08;9.713569483065e-08,8.19834396771891e-16,3.5161198987300476e-15,23.72231438416534,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.0725,1.5,0.15,0.03,1000000.0,32.93880883724672,11.16231843854517,45.85510317543788,0.19358916711790863,0.704006060410231,0.6832998619055644,7.680254318028e-08;8.168227135418e-08;9.712870018164e-08,7.733628146191308e-16,3.5353537600164638e-15,20.640326070771366,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.075,1.5,0.15,0.03,1000000.0,32.0464944684198,11.00201203133572,46.5406250680654,0.19084346664002363,0.7125212621126337,0.6751979134136454,7.681941656412e-08;8.188306440415e-08;9.773524555668e-08,8.036134749627648e-16,3.650955462772581e-15,21.51448822041439,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.0775,1.5,0.15,0.03,1000000.0,34.21537731075029,11.022040481926435,46.37163557968912,0.19118659259151513,0.7104783902534036,0.6772504291590228,7.667965398881e-08;8.157242567253e-08;9.820450659755e-08,7.74291294256329e-16,3.76435578022503e-15,20.145064610626807,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.08,1.5,0.15,0.03,1000000.0,35.378262604427825,11.32360856724697,45.871062613862506,0.1963501871508169,0.7038024130677405,0.6827215884720267,7.658705107190e-08;8.135710648929e-08;9.823529994829e-08,7.53402384420429e-16,3.78459776403981e-15,26.926403892089823,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.0825,1.5,0.15,0.03,1000000.0,37.81009662594428,11.292937588877194,46.33069605270297,0.1958252699093391,0.709332507430054,0.67712617551519,7.639681862656e-08;8.112968766146e-08;9.866033844368e-08,7.455523237865095e-16,3.897388485562418e-15,42.97544280760758,
True,"[[0, 1, 2]]",0.8935,1.0,0.01,0.085,1.5,0.15,0.03,1000000.0,36.23222647438818,11.5115071146364,46.43997089629672,0.1995647355700224,0.7100761317834441,0.6752523997648797,7.645039867949e-08;8.129915832496e-08;9.870717117161e-08,7.648896860939771e-16,3.898442182450053e-15,35.525644020142,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.06,1.5,0.15,0.03,1000000.0,29.31297000233731,10.101354821162344,47.282167945464344,0.17539000569381455,0.7233148825456667,0.6678726874117374,7.712121313281e-08;8.244223584833e-08;9.624008033147e-08,8.490407365962947e-16,3.314471547132721e-15,28.67430363018188,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.0625,1.5,0.15,0.03,1000000.0,28.38102402116283,10.265670197007031,47.46192690608996,0.17821267053372522,0.7250330927819169,0.6652572873950575,7.713645556251e-08;8.261506689223e-08;9.641257492143e-08,8.752165008603655e-16,3.3453518262331792e-15,39.57457558266652,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.065,1.5,0.15,0.03,1000000.0,31.32832814785773,10.642475245962428,46.08541926290922,0.18467998230415836,0.7079832571462895,0.6816546132291416,7.697476607277e-08;8.197921613985e-08;9.654328459630e-08,7.95477266945666e-16,3.3954911886831632e-15,17.985074630360828,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.0675,1.5,0.15,0.03,1000000.0,31.863241775933858,10.562614562131552,46.9511728835609,0.1833099471833584,0.7183894283652241,0.6710544631224978,7.690588136240e-08;8.199362750007e-08;9.698443033272e-08,8.084403624939807e-16,3.4914651388350765e-15,17.72426921925075,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.07,1.5,0.15,0.03,1000000.0,31.43312889223855,10.694960943856291,46.91515690832006,0.18558019571860598,0.7176563035493135,0.6712148843201278,7.690148055857e-08;8.204441842874e-08;9.724357115901e-08,8.174488832099438e-16,3.54247441965628e-15,20.702992006882518,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.0725,1.5,0.15,0.03,1000000.0,33.722011854016124,10.732647353908266,47.00691039751032,0.18622648173735062,0.7186408279891725,0.6699813861941742,7.674574568916e-08;8.173433347052e-08;9.763815090534e-08,7.90591786485525e-16,3.6432990308288925e-15,17.775935186157717,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.075,1.5,0.15,0.03,1000000.0,34.56897950475289,11.248438405164901,45.60483035577108,0.19506359066885126,0.7008059361333505,0.686164146160039,7.669011288791e-08;8.145198622424e-08;9.749528316113e-08,7.530526451129075e-16,3.6239568239087936e-15,22.7750107996517,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.0775,1.5,0.15,0.03,1000000.0,33.315884684844576,11.31314404379977,46.39048329332603,0.19617109879584815,0.7099886429216467,0.6763379531856905,7.670620202248e-08;8.168673823241e-08;9.769076632420e-08,7.888817743368283e-16,3.659644396294598e-15,24.023970982481007,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.08,1.5,0.15,0.03,1000000.0,35.59969814906107,11.321573314532145,46.354118292024275,0.19631535664032587,0.7095383440592157,0.6767685121640851,7.655076975540e-08;8.139284310056e-08;9.814387906048e-08,7.647745578475654e-16,3.7722006468935564e-15,28.8931922148979,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.0825,1.5,0.15,0.03,1000000.0,37.29608498082297,11.610123754120151,45.50607309604443,0.2012510019410638,0.698729904011141,0.6864943957951891,7.643926748943e-08;8.109294832852e-08;9.826392170902e-08,7.331046542913986e-16,3.812836695316202e-15,42.61812320168949,
True,"[[0, 1, 2]]",0.8935,1.0,0.011,0.085,1.5,0.15,0.03,1000000.0,40.369057890890865,11.73370127961376,45.195716647188924,0.2033632374275107,0.6946915151530821,0.6899616601212117,7.622444901103e-08;8.074158796799e-08;9.855852328426e-08,7.09037400557211e-16,3.9036158849386275e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.06,1.5,0.15,0.03,1000000.0,29.751817942426605,10.509903930185528,46.30986905548977,0.18240548446650445,0.7109552055167829,0.6791692977343962,7.709510408038e-08;8.226606635458e-08;9.575680364438e-08,8.240506002919846e-16,3.2257103710238453e-15,25.968188335344486,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.0625,1.5,0.15,0.03,1000000.0,29.418818889303925,10.477299781945081,46.97142050493749,0.1818459519512163,0.7188252613461135,0.6709860605180645,7.707909802177e-08;8.238918902490e-08;9.615635111247e-08,8.467911163312883e-16,3.30485650741632e-15,30.309065257324374,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.065,1.5,0.15,0.03,1000000.0,30.25265313231427,10.58300712113647,46.82768510897718,0.1836598219041011,0.7168938313648907,0.672556543622189,7.701272450595e-08;8.223442325138e-08;9.649175600377e-08,8.315406316566229e-16,3.3796992408617266e-15,25.043176890541957,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.0675,1.5,0.15,0.03,1000000.0,32.90258364259793,10.875226289318247,46.132718674949174,0.1886708432502968,0.7079990286926927,0.6805444058085622,7.685025871955e-08;8.176383864048e-08;9.661992655726e-08,7.793630439657635e-16,3.4294479426697026e-15,17.0604386320044,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.07,1.5,0.15,0.03,1000000.0,33.10214540025437,11.121749703514162,46.195304490415516,0.1928944552050787,0.7081495585267673,0.6792024233683079,7.679998471623e-08;8.172718586975e-08;9.666741889617e-08,7.810952577752427e-16,3.4463522236331952e-15,20.59513488891842,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.0725,1.5,0.15,0.03,1000000.0,32.13353616746272,10.91928456871037,46.56256070646342,0.1894259391691944,0.7129790514726971,0.6751138316838604,7.683515047840e-08;8.190523218777e-08;9.740160665098e-08,8.048267106942843e-16,3.583432629153395e-15,20.182769332482632,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.075,1.5,0.15,0.03,1000000.0,34.51432949555903,11.154612777909538,46.52788068165315,0.1934572203920454,0.7119996624462365,0.6750042848416089,7.666223058821e-08;8.157081646318e-08;9.747256873270e-08,7.767004997099075e-16,3.6238040565906705e-15,23.15428893721781,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.0775,1.5,0.15,0.03,1000000.0,36.65846450160945,11.49477426066687,45.628717203207906,0.19927855822543755,0.7004859748779856,0.6852791075399356,7.652280405391e-08;8.120525412138e-08;9.753330201237e-08,7.38553756645172e-16,3.657005461163508e-15,36.1520302905168,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.08,1.5,0.15,0.03,1000000.0,35.71425512478891,11.403505545855152,46.03539561709168,0.19771731625140357,0.7055599034548607,0.6805094308611832,7.654755314871e-08;8.135278721650e-08;9.806347689533e-08,7.587480948371084e-16,3.756917607746149e-15,30.006750903426205,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.0825,1.5,0.15,0.03,1000000.0,37.11923144342619,11.497318314334269,45.82004889657486,0.19932206956350268,0.7027641177128388,0.6829299432885625,7.644063601433e-08;8.116238100364e-08;9.839607412737e-08,7.441612559041794e-16,3.838616569402209e-15,39.688522966274014,
True,"[[0, 1, 2]]",0.8935,1.0,0.012,0.085,1.5,0.15,0.03,1000000.0,38.55717343832677,11.642973981151359,46.207532478616464,0.2018125826540576,0.7069985190562988,0.6778088045567141,7.629563380413e-08;8.103286891749e-08;9.852229809960e-08,7.453021074243487e-16,3.885619485253379e-15,,outside_angle_window
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.06,1.5,0.15,0.03,1000000.0,28.527822207775937,10.293954752458971,46.831760067969476,0.17869840492878392,0.7176083125154612,0.673130886146613,7.715632174251e-08;8.254691797281e-08;9.600774084070e-08,8.608956819752961e-16,3.2643883165012967e-15,35.70190949578387,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.0625,1.5,0.15,0.03,1000000.0,30.52857672473011,10.552423972480721,46.76066417007471,0.18313509873942324,0.7161779425600221,0.6734617214067171,7.701884924275e-08;8.220086738912e-08;9.607578679100e-08,8.250794608462029e-16,3.2986536688332173e-15,22.780888050498724,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.065,1.5,0.15,0.03,1000000.0,30.561388406801008,10.66472443150538,46.776480174911384,0.18506161028236437,0.7161008824098636,0.6730168843434896,7.698998003958e-08;8.219057915189e-08;9.636517525136e-08,8.278342748274129e-16,3.3587899747305522e-15,24.00285852306255,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.0675,1.5,0.15,0.03,1000000.0,32.300274686631944,10.76910519046798,46.793248526118425,0.18685162222277812,0.7160508908331005,0.672575343742055,7.686745413547e-08;8.193051850189e-08;9.666337598374e-08,8.040043567201992e-16,3.4352027513043884e-15,18.54018802323378,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.07,1.5,0.15,0.03,1000000.0,31.805835572240017,11.127412252624923,46.56839463047614,0.19299142831084587,0.7125433958494766,0.6745637239206825,7.685710028365e-08;8.195683593298e-08;9.658441191008e-08,8.099090921335808e-16,3.421534760005512e-15,24.164660023797474,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.0725,1.5,0.15,0.03,1000000.0,33.970842190685204,11.080361576743437,46.18195319387484,0.19218561211360022,0.70809162306564,0.6794637178250885,7.673009446106e-08;8.162316219547e-08;9.720285800188e-08,7.748332107850139e-16,3.560888207730179e-15,20.179454813332793,
True,"[[0, 1, 2]]",0.8935,1.0,0.013,0.075,1.5,0.15,0.03,1000000.0,35.63235749060261,11.006352171135385,46.73884673969186,0.19091782357842627,0.7148423924384311,0.6727189150104824,7.659459745109e-08;8.147548764855e-08;9.768480149797e-08,7.715227288752988e-16,3.675588085003121e-15,25.37860026457053,
