eps,phase12_pi,phase23_pi,ok_3d,blocks,theta12,theta13,theta23,Ue3,score,deltaCP_deg,dm21_eV2,dm32_eV2,score_total,dm21,dm31,r,delta_cp_deg,objective
0.0125,0.0885,0.0144,True,"[[0, 1, 2]]",30.185687942120904,7.951151325383036,45.74914866098567,0.13832877742890728,13.419053336996699,-171.28736141900814,0.0005635557043987364,0.002437,38367.45688626692,7.245465760333985e-16,3.857723992234442e-15,0.18781711120129463,-171.28736141900814,13.696013320524019
0.0125,0.0885,0.0148,True,"[[0, 1, 2]]",32.115473084973324,8.011823420254839,45.22936430338653,0.1393774473495752,3.7783275128602294,-170.7293292550361,0.0005339432216598422,0.002437,33854.69746232385,6.919383149644424e-16,3.850052521052451e-15,0.17972178591872665,-170.7293292550361,4.057709868232932
0.0125,0.0885,0.0152,True,"[[0, 1, 2]]",30.61348375338703,8.160547146370861,45.34727317152066,0.14194735765617034,9.043984311672805,-170.11915722461103,0.0005630383830195375,0.002437,38274.67781274964,7.092607966210159e-16,3.779155520486471e-15,0.18767705980242816,-170.11915722461103,9.352645821617262
0.0125,0.0885,0.0156,True,"[[0, 1, 2]]",28.767466834621647,7.977647521244064,45.7945548488479,0.13878676269208634,24.415616583040023,-169.48691059660536,0.0005870513236561388,0.002437,42151.70484995857,7.405860758253903e-16,3.814948050765132e-15,0.1941274339703937,-169.48691059660538,24.753198528419812
0.0125,0.0885,0.016,True,"[[0, 1, 2]]",30.686474286196006,7.923349326805713,45.576023277498585,0.13784818963531772,10.442161416901367,-168.9161533077518,0.0005535498060482313,0.002437,36813.604284627945,7.115121835919085e-16,3.843940688611383e-15,0.18509967796848112,-168.9161533077518,10.782835120376278
0.0125,0.089,0.012,True,"[[0, 1, 2]]",32.84970692714607,8.319483041374575,44.893369487491945,0.14469267418445256,0.7863311166874959,-175.1041751184347,0.0005331139290577389,0.002437,33721.75686759847,6.863001985018459e-16,3.8235537808742114e-15,0.1794927540799312,-175.1041751184347,0.9673427015887831
0.0125,0.089,0.0124,True,"[[0, 1, 2]]",31.288042972814786,8.285754521422627,45.58085184584982,0.14411017024531778,5.390252676342079,-174.57447282941538,0.0005636501544047139,0.002437,38361.12351144481,7.154566184531903e-16,3.808807636890954e-15,0.18784267588719755,-174.57447282941538,5.593701459222965
0.0125,0.089,0.0128,True,"[[0, 1, 2]]",32.50583164255169,8.035726139038726,45.33425138657506,0.139790544383711,2.821690981874015,-173.8970761659751,0.0005297184748147453,0.002437,33233.182982399834,6.961612838660578e-16,3.898890902414672e-15,0.17855367110552112,-173.8970761659751,3.024102194899827
0.0125,0.089,0.0132,True,"[[0, 1, 2]]",31.97574200881743,8.053840050777117,45.523643040920795,0.14010358057193065,4.092457000563033,-173.34860983932876,0.0005405175026664581,0.002437,34826.82055107046,7.042400720106887e-16,3.879406550475493e-15,0.18153293882652516,-173.34860983932876,4.310767416125051
0.0125,0.089,0.0136,True,"[[0, 1, 2]]",32.88216285097005,8.195074199922207,45.00408853675256,0.14254384070091786,1.251961450460089,-172.71538735164617,0.0005284312318745927,0.002437,33040.029217284995,6.836018420911361e-16,3.836212037492038e-15,0.17819709531437883,-172.71538735164617,1.4792991872322725
0.0125,0.089,0.014,True,"[[0, 1, 2]]",33.80435547655502,8.272044900357786,44.96974544892474,0.1438733857631844,0.8097459735688078,-172.1571702305074,0.0005243367849103867,0.002437,32445.256045184848,6.749221856351205e-16,3.811809418663975e-15,0.1770608421109569,-172.15717023050743,1.0485103826587212
0.0125,0.089,0.0144,True,"[[0, 1, 2]]",33.46305950256641,8.206433625212194,45.00656039170801,0.14274007274289693,0.9333864877849803,-171.61445233440537,0.0005244608404597849,0.002437,32464.497392335536,6.770771353737261e-16,3.8232357264693246e-15,0.17709531501971817,-171.61445233440537,1.185605752561539
0.0125,0.089,0.0148,True,"[[0, 1, 2]]",30.18460591231166,7.992746626836318,45.89277344350736,0.13904773661780762,13.348343515885125,-170.97506227563912,0.0005668305519329753,0.002437,38879.582390424475,7.271845190208091e-16,3.853601517558423e-15,0.188702572309952,-170.97506227563912,13.634941745146055
0.0125,0.089,0.0152,True,"[[0, 1, 2]]",33.56051418194298,8.082801656838456,45.19003238640261,0.1406040524561996,1.666841867500974,-170.31889353794213,0.0005215101930759775,0.002437,32044.34687775247,6.786229886049265e-16,3.8498059207653095e-15,0.1762745973620462,-170.31889353794216,1.952501446781502
0.0125,0.089,0.0156,True,"[[0, 1, 2]]",32.80010241358805,8.07979063428429,45.56101208072762,0.14055202206365214,2.2983183739752624,-169.82017041812662,0.0005369543583094016,0.002437,34293.10017845967,6.922694231755515e-16,3.834176287644482e-15,0.1805523197789233,-169.82017041812665,2.60465716538181
0.0125,0.089,0.016,True,"[[0, 1, 2]]",30.175386899049485,8.065046228173442,45.455252350176394,0.14029723350244325,12.322437581111584,-169.17726811590552,0.0005625261570354461,0.002437,38201.95670547156,7.147049454741419e-16,3.810980434776825e-15,0.18753834025285301,-169.17726811590552,12.658826909625882
0.0125,0.0895,0.012,True,"[[0, 1, 2]]",33.44266645359578,8.099269354803091,45.439930414523495,0.14088860698173297,1.6997462701211268,-175.29681648654034,0.0005245013290607856,0.002437,32472.647632111166,6.93739737051739e-16,3.917075209284938e-15,0.17710656548215248,-175.29681648654034,1.8738802406520523
0.0125,0.0895,0.0124,True,"[[0, 1, 2]]",32.42321982379221,8.20611010200716,45.336057173884996,0.1427344840149282,1.9979294471969447,-174.7309225345517,0.0005377948534429441,0.002437,34415.05972056943,6.988229694974893e-16,3.865516673914019e-15,0.18078384558871866,-174.7309225345517,2.187583445571318
0.0125,0.0895,0.0128,True,"[[0, 1, 2]]",34.63646892945048,8.205526100907827,44.932641624523,0.14272439562882652,2.46705050663321,-174.12472711941348,0.0005097175988131894,0.002437,30377.269887231254,6.713401738486531e-16,3.881070439153421e-15,0.17297809570163142,-174.12472711941348,2.6567869288909507
0.0125,0.0895,0.0132,True,"[[0, 1, 2]]",31.664169215030512,8.144195027840984,45.11175890901276,0.14166484345492644,4.27214760366079,-173.51445266176097,0.0005365344247007216,0.002437,34234.266912506355,6.97898634179916e-16,3.867833112186892e-15,0.18043659432485717,-173.51445266176097,4.485276346338846
0.0125,0.0895,0.0136,True,"[[0, 1, 2]]",30.56450910373643,8.232358653898485,45.501283761621664,0.14318790195392353,9.102254988639139,-172.99510879043595,0.0005638917008852981,0.002437,38406.11902035465,7.175593776734479e-16,3.818672943708881e-15,0.1879080477042685,-172.99510879043595,9.33814957752713
0.0125,0.0895,0.014,True,"[[0, 1, 2]]",33.84474584426247,8.165063641953564,45.11153229716182,0.14202538674056012,1.3452561326031143,-172.37196595363685,0.0005180218245142791,0.002437,31544.407702755452,6.775670602054117e-16,3.865137250455326e-15,0.1753021991976073,-172.37196595363685,1.5763254532732582
0.0125,0.0895,0.0144,True,"[[0, 1, 2]]",32.46403225214646,8.146196618265437,45.03901143944526,0.14169942538760066,2.113182573071969,-171.7585580866411,0.0005276853451951807,0.002437,32934.08951675415,6.85808600428489e-16,3.85306646434745e-15,0.1779903375076185,-171.75855808664116,2.3630994022627525
0.0125,0.0895,0.0148,True,"[[0, 1, 2]]",31.596697551787642,8.042784957580247,45.52700621008713,0.13991253326213413,5.392566886192157,-171.19443831858533,0.0005417860709454953,0.002437,35018.74837811017,7.038865835250647e-16,3.870028527811322e-15,0.18188149737571696,-171.19443831858536,5.662763817543924
0.0125,0.0895,0.0152,True,"[[0, 1, 2]]",32.523705509712066,8.11054805221717,45.03339840225081,0.1410834911626267,2.206386742112325,-170.56754978344227,0.0005256330767388577,0.002437,32638.004834132633,6.833077429099036e-16,3.851337007359602e-15,0.1774209168411272,-170.56754978344227,2.4867911739317035
0.0125,0.0895,0.0156,True,"[[0, 1, 2]]",33.83740132586068,8.131614187242805,45.1820005836935,0.14144747745584538,1.540755749882765,-169.99767472984405,0.0005192412846722584,0.002437,31718.720844628388,6.757172763787525e-16,3.8471195726626865e-15,0.17564239000532855,-169.99767472984405,1.8346592369716817
0.0125,0.0895,0.016,True,"[[0, 1, 2]]",32.36066451669579,8.090942361115895,45.13309533625093,0.14074472167287944,2.652770693624497,-169.33350594535713,0.0005294227449515733,0.002437,33188.74925963734,6.855693014632628e-16,3.841331692855787e-15,0.17847177913282083,-169.33350594535713,2.9705156615583648
0.0125,0.09,0.012,True,"[[0, 1, 2]]",30.461278970119096,8.087754519200786,45.9118247837365,0.1406896369460827,11.041878323295691,-175.56524134388803,0.0005625097002916659,0.002437,38194.49172064773,7.332814091732553e-16,3.910127591965562e-15,0.18753388269988547,-175.56524134388803,11.227380317926679
0.0125,0.09,0.0124,True,"[[0, 1, 2]]",35.00831446258608,8.278913839497784,44.70519596641655,0.14399202305572983,3.2921627635769504,-174.93198190258116,0.0005032188663550756,0.002437,29478.71333985307,6.652077514874012e-16,3.886691282335242e-15,0.1711501385537686,-174.93198190258116,3.4641050338904447
0.0125,0.09,0.0128,True,"[[0, 1, 2]]",34.76927545964802,8.12142109229091,45.27382768174887,0.14127136083036188,3.3241235091104127,-174.31217693447635,0.0005087380160615268,0.002437,30243.017989159314,6.782039527812387e-16,3.926994058390313e-15,0.17270307586338354,-174.31217693447635,3.5098090924345926
0.0125,0.09,0.0132,True,"[[0, 1, 2]]",32.32023653540696,8.23958822698295,45.05247435455806,0.14331278044993123,1.948022574132004,-173.8093284003768,0.000531199306205633,0.002437,33443.69874774913,6.907966375603016e-16,3.859986405068705e-15,0.17896348978151544,-173.8093284003768,2.1528270077404654
0.0125,0.09,0.0136,True,"[[0, 1, 2]]",32.839760095135816,8.059483060997172,45.16145432639905,0.1402010975877286,2.09288761860912,-173.13700120335005,0.0005184336091748775,0.002437,31607.005849803943,6.872815427666726e-16,3.917984741944108e-15,0.17541710548511294,-173.13700120335005,2.306705786183816
0.0125,0.09,0.014,True,"[[0, 1, 2]]",31.998975513823208,8.139253390722503,45.59516797284272,0.1415794649270903,3.590819154528909,-172.5685188457732,0.0005415120657270364,0.002437,34971.70085225942,7.040810272011073e-16,3.872700106787814e-15,0.18180623538782162,-172.5685188457732,3.8269512634542324
0.0125,0.09,0.0144,True,"[[0, 1, 2]]",30.076401709826026,8.091406136911088,46.060999589167224,0.14075273551043355,13.724032028090589,-172.0421232882006,0.0005718661413954291,0.002437,39673.9242498385,7.339737422038207e-16,3.861793139564995e-15,0.1900603464965754,-172.0421232882006,13.985545336283602
0.0125,0.09,0.0148,True,"[[0, 1, 2]]",33.041199905746744,8.111986370587097,45.12760261765128,0.14110834341779885,1.573963750624126,-171.37667823501133,0.0005197394513708531,0.002437,31790.60342672582,6.820813858234453e-16,3.880284510230241e-15,0.17578128202330537,-171.37667823501133,1.8303375602908727
0.0125,0.09,0.0152,True,"[[0, 1, 2]]",31.57442010092465,8.080597170906728,45.72732965242349,0.14056595903388017,5.480426184422998,-170.76739631840394,0.0005464774740965468,0.002437,35722.27318836692,7.082270746107687e-16,3.86654459479737e-15,0.18316795713767892,-170.76739631840397,5.763991180814978
0.0125,0.09,0.0156,True,"[[0, 1, 2]]",31.27920407136364,8.068601367261973,45.19318746222329,0.14035866841606376,6.229403807735894,-170.19553627471302,0.0005366033723943116,0.002437,34249.33609641643,6.975466328267847e-16,3.865475184251772e-15,0.1804555971976332,-170.19553627471305,6.524759676145475
0.0125,0.09,0.016,True,"[[0, 1, 2]]",31.691076412141022,8.105087167444456,45.088964649459356,0.1409891334258935,4.397966808963132,-169.562153075613,0.0005326734696585111,0.002437,33666.582978903374,6.905611668353477e-16,3.849902976474605e-15,0.17937105715523813,-169.56215307561297,4.710165072500675
0.0125,0.0905,0.012,True,"[[0, 1, 2]]",35.34370392998716,8.402288165442759,44.7897131930796,0.14612253604638073,4.056745325756243,-175.73419126306302,0.0005068574142496472,0.002437,29979.838718635125,6.669032690244576e-16,3.873413070244623e-15,0.1721745801261366,-175.73419126306302,4.21647113370618
0.0125,0.0905,0.0124,True,"[[0, 1, 2]]",35.94142982804797,8.357772629053192,44.937102132757225,0.1453538886583584,6.8148663080104575,-175.14757179941535,0.000503736043908519,0.002437,29553.367607292694,6.655965722557993e-16,3.885653715679026e-15,0.17129590564646724,-175.14757179941535,6.983200782378664
0.0125,0.0905,0.0128,True,"[[0, 1, 2]]",32.76674596263028,8.307488521141053,45.297917816841085,0.14448553014509152,1.0031434930218928,-174.61767703587574,0.0005337054280637742,0.002437,33807.63394829309,6.942756441471971e-16,3.864469642220124e-15,0.17965612578815296,-174.61767703587574,1.1931986488124726
0.0125,0.0905,0.0132,True,"[[0, 1, 2]]",33.22278373187071,8.23233169572095,45.42800378072966,0.14318743629329891,1.0256727338371472,-174.02802067135462,0.0005281931161033643,0.002437,33002.53844113091,6.921576551067023e-16,3.885664261059777e-15,0.1781311015578899,-174.02802067135462,1.2248273090516275
0.0125,0.0905,0.0136,True,"[[0, 1, 2]]",31.588945422010667,8.07140278724963,45.70417615296179,0.14040707823557547,5.452272818820943,-173.4236297384271,0.0005408047352626141,0.002437,34870.36947875739,7.114783518171551e-16,3.917575914066569e-15,0.18161188638680845,-173.42362973842714,5.669100158608372
0.0125,0.0905,0.014,True,"[[0, 1, 2]]",34.61194811398263,8.138622243531648,44.96804994377444,0.14156856028322914,2.747055642061486,-172.79142570739316,0.0005016241260845151,0.002437,29261.459435458102,6.689642274458725e-16,3.918939133977619e-15,0.17070033613073535,-172.79142570739316,2.9618329973176323
0.0125,0.0905,0.0144,True,"[[0, 1, 2]]",32.19325323532113,8.106082750291977,45.45240881235323,0.1410063360349187,3.124636984912598,-172.2233191654122,0.0005313562022019071,0.002437,33470.048346493044,6.978414464834798e-16,3.898405584123909e-15,0.17900688664242875,-172.22331916541222,3.3646931904809136
0.0125,0.0905,0.0148,True,"[[0, 1, 2]]",32.12862802811728,8.250640679573884,45.47960684501519,0.14350368823236112,2.57872102528597,-171.67456024238354,0.0005416924267555881,0.002437,34995.06102074713,6.985772303856931e-16,3.841380464033397e-15,0.18185577735046754,-171.6745602423835,2.8365392283077666
0.0125,0.0905,0.0152,True,"[[0, 1, 2]]",33.87411281483324,8.21784445045619,45.05429454808872,0.14293718706109362,1.1039880434240479,-170.99584572523213,0.0005146140072956991,0.002437,31060.740535924586,6.735838523161361e-16,3.8633995682167686e-15,0.17435003561566442,-170.99584572523213,1.3682835071712964
0.0125,0.0905,0.0156,True,"[[0, 1, 2]]",33.42349049311789,8.201858789214057,44.9633855080233,0.1426610439429007,0.9529909666462104,-170.41585663433187,0.0005157310088773198,0.002437,31218.846857593493,6.739113591382733e-16,3.858365956497265e-15,0.17466237436691187,-170.4158566343319,1.2335832730421152
0.0125,0.0905,0.016,True,"[[0, 1, 2]]",31.524173408885925,8.096348659364068,45.285156226469944,0.14083813950680424,5.122027510971449,-169.7705207073034,0.0005353461298128192,0.002437,34060.524750611934,6.967601527045764e-16,3.868548268058563e-15,0.18010894641215022,-169.77052070730338,5.429156681442821
0.0125,0.091,0.012,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.091,0.0124,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.091,0.0128,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.091,0.0132,True,"[[0, 1, 2]]",32.65724909766499,8.224310314943295,44.95081106008251,0.1430488779978954,1.4009548914777135,-174.20120758185794,0.0005188813122475717,0.002437,31666.033413879624,6.855887481832095e-16,3.9055539692958744e-15,0.17554199828579328,-174.20120758185794,1.5928880889334385
0.0125,0.091,0.0136,True,"[[0, 1, 2]]",33.765718121561896,8.169044446090558,45.18306666760842,0.14209416023796256,1.2815992859003784,-173.61621315204826,0.0005115732421361954,0.002437,30634.566793319995,6.810223122294485e-16,3.925232990592722e-15,0.17349857036807695,-173.61621315204826,1.482397879508557
0.0125,0.091,0.014,True,"[[0, 1, 2]]",31.304193894177736,8.09989972028348,45.449726630412584,0.14089949918684685,6.095259013939383,-173.02001001676695,0.0005367285032441741,0.002437,34265.6409084543,7.07330864654334e-16,3.9189458743726066e-15,0.18049008262140703,-173.02001001676695,6.319162227737965
0.0125,0.091,0.0144,True,"[[0, 1, 2]]",35.06525000402856,8.298105820647564,44.99410474526499,0.14432348752968782,3.319932903106809,-172.45706230465302,0.0005052331392664767,0.002437,29754.64270120453,6.662838602861967e-16,3.88011454818383e-15,0.1717175748324402,-172.45706230465305,3.543856186242048
0.0125,0.091,0.0148,True,"[[0, 1, 2]]",34.589986134781434,8.304917870370211,44.75184160682885,0.1444411344659944,2.0000903684344564,-171.8581047249678,0.0005038570916196671,0.002437,29563.74540805495,6.627196912873404e-16,3.868088663024184e-15,0.1713300156799423,-171.85810472496783,2.237896602116903
0.0125,0.091,0.0152,True,"[[0, 1, 2]]",32.392672250459405,8.070534013872711,45.11112259600822,0.14039206546991215,2.7090628091325746,-171.2096998433291,0.0005171479464710822,0.002437,31425.22931621803,6.861001544719632e-16,3.9192679314258454e-15,0.17505824211981272,-171.20969984332913,2.968729141371907
0.0125,0.091,0.0156,True,"[[0, 1, 2]]",33.72878536372598,8.030671444720419,45.19342862811626,0.13970318901536405,2.0903244727157753,-170.63337544356577,0.0005055689368982546,0.002437,29805.035359597794,6.763784318170508e-16,3.936733485375017e-15,0.17181209607655681,-170.63337544356577,2.360803828928132
0.0125,0.091,0.016,True,"[[0, 1, 2]]",33.80247419351646,8.216644611540454,45.21291832351614,0.14291646091878757,1.0890878121014638,-170.0946919861676,0.0005165273559757532,0.002437,31330.398011500845,6.761308052277032e-16,3.8661472743985255e-15,0.17488490666276854,-170.0946919861676,1.379098187363622
0.0125,0.0915,0.012,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0124,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0128,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0132,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0136,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.014,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0144,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.0915,0.0148,True,"[[0, 1, 2]]",34.01229119968028,8.13320996024024,44.650590909338,0.14147504886835402,1.8043448731566676,-172.03447735019384,0.0004935653891430529,0.002437,28169.04478701443,6.636328969301797e-16,3.940348415064099e-15,0.16841985200930112,-172.03447735019384,2.033748135845177
0.0125,0.0915,0.0152,True,"[[0, 1, 2]]",33.12351337925809,8.19972904809366,45.43259130789581,0.14262425304927015,1.2248811007563307,-171.49009312788564,0.0005224643675735703,0.002437,32176.264246920367,6.880157372799292e-16,3.897218997471803e-15,0.17654017845193135,-171.49009312788564,1.4794489493763339
0.0125,0.0915,0.0156,True,"[[0, 1, 2]]",33.23801714993659,8.220225874923322,45.29296478855024,0.142978323849511,0.9774371275114883,-170.921065392763,0.0005198108986531221,0.002437,31796.445685181312,6.83007425994758e-16,3.885112463542201e-15,0.17580119813881395,-170.921065392763,1.2458389202338427
0.0125,0.0915,0.016,True,"[[0, 1, 2]]",32.60669300134654,8.121713515203568,45.22956227979796,0.14127641338526173,2.054582603652153,-170.284149892785,0.000518691737120603,0.002437,31641.417278377656,6.855725677258751e-16,3.906638622918282e-15,0.17548911836993725,-170.284149892785,2.3400767369715285
0.0125,0.092,0.012,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0124,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0128,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0132,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0136,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.014,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0144,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0148,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0152,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.0156,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.0125,0.092,0.016,False,"[[0, 1], [2]]",,,,,,,,,,,,,,
0.013,0.088,0.012,True,"[[0, 1, 2]]",33.4676494640678,7.96800888706037,45.39456472493209,0.13862016286893813,2.5567343731574232,-174.5762072240945,0.0005263704785311357,0.002437,32748.63671959752,6.927486328850398e-16,3.90004935965059e-15,0.17762560649927361,-174.5762072240945,2.744545732441479
0.013,0.088,0.0124,True,"[[0, 1, 2]]",33.24217889806038,8.143280804802195,45.140857572536646,0.1416490481581856,1.2963028955311318,-174.05136512040565,0.0005330582500287127,0.002437,33717.02898184011,6.879815791129475e-16,3.833249677314118e-15,0.1794773722109859,-174.05136512040568,1.496995948666965
0.013,0.088,0.0128,True,"[[0, 1, 2]]",30.79553996915464,7.938961952108845,45.529806115781234,0.13811807485285876,9.6857343771487,-173.43295314940363,0.0005546160070557753,0.002437,36975.876180489024,7.178125129208696e-16,3.871903039940655e-15,0.18539010546397144,-173.43295314940366,9.908163007575338
0.013,0.088,0.0132,True,"[[0, 1, 2]]",33.25598996316548,7.9070093760130815,46.00646486318629,0.13756572065741401,3.915126441140341,-172.84277068455154,0.0005386521467363085,0.002437,34551.64478310967,7.046728937994759e-16,3.8927931910903416e-15,0.18101986394044797,-172.84277068455154,4.143794001403971
0.013,0.088,0.0136,True,"[[0, 1, 2]]",33.07691346872151,8.079598917946658,44.82024826607457,0.14054870919710663,1.761599309756498,-172.2400993926533,0.0005238655290891553,0.002437,32384.116364332916,6.784293328581168e-16,3.8344535267955925e-15,0.17692986187397403,-172.2400993926533,1.9981806325080012
0.013,0.088,0.014,True,"[[0, 1, 2]]",31.325267317915667,8.034681575688966,45.359607692046424,0.13977249229989738,6.351342919480858,-171.67434638106099,0.0005513608449880823,0.002437,36468.944211735085,7.054317011931062e-16,3.823420712263994e-15,0.18450276709815516,-171.67434638106099,6.613221144570444
0.013,0.088,0.0144,True,"[[0, 1, 2]]",29.83335317109711,8.139489624439909,45.538358350724884,0.14158354645007723,14.283218151909232,-171.10197473291947,0.0005809932228246828,0.002437,41143.378628044535,7.252359932054391e-16,3.767268233872342e-15,0.1925097837963015,-171.1019747329195,14.572557529119152
