beta,blocks,label,rel_cut,seesaw_M,tol_rel_blocks,x,y
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.88,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.9,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.92,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.94,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.96,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,0.98,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.0,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.02,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.04,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.06,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.08,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.1,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.12,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.14,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.16,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.18,3.0
3.0,"[[0], [1], [2]]",split,0.15,1000000.0,0.03,1.2,3.0
